episode,dqn_routing_reward,dqn_bottleneck_util,spf_bottleneck_util,dqn_avg_latency,spf_avg_latency,multicast_reward,multicast_bw_saved_mbps,ddos_accuracy,ddos_false_positive
672,-0.9687,26.25,26.25,5.50,5.50,22.6000,40.00,1.0,0.0
673,-1.7855,42.37,42.37,11.00,11.00,27.2000,50.00,1.0,0.0
674,-1.8960,27.59,27.59,2.80,2.80,27.2000,50.00,1.0,0.0
675,-1.9250,22.66,22.66,14.00,14.00,38.5000,70.00,1.0,0.0
676,-2.0292,21.94,22.43,10.00,14.00,22.6000,40.00,1.0,0.0
677,-1.3132,47.54,47.54,6.00,6.00,33.9000,60.00,1.0,0.0
678,-227.8541,89.98,89.98,2.00,2.00,22.6000,40.00,1.0,0.0
679,-4.3500,12.40,12.40,4.00,4.00,33.9000,60.00,1.0,0.0
680,-1.1348,22.97,28.99,10.00,8.00,33.9000,60.00,1.0,0.0
681,-2.5130,54.20,54.20,10.00,14.00,33.9000,60.00,1.0,0.0
682,-102.5001,23.50,23.50,7.50,7.50,45.2000,80.00,1.0,0.0
683,-1.1639,27.59,27.59,3.00,3.00,45.2000,80.00,1.0,0.0
684,-2.5067,22.64,29.12,20.80,25.00,33.9000,60.00,1.0,0.0
685,-2.1514,36.76,36.76,14.00,14.00,22.6000,40.00,1.0,0.0
686,-120.0733,26.02,26.02,14.00,14.00,33.9000,60.00,1.0,0.0
687,-3.8500,50.00,50.00,50.00,50.00,22.6000,40.00,1.0,0.0
688,-1.0423,22.82,21.67,2.00,2.00,22.6000,40.00,1.0,0.0
689,-1.6569,41.53,41.53,2.50,2.50,27.2000,50.00,1.0,0.0
690,-289.2001,23.63,23.63,8.00,8.00,22.6000,40.00,1.0,0.0
691,-1.9027,23.32,23.32,14.00,14.00,27.2000,50.00,1.0,0.0
692,-1.1284,25.64,21.70,2.00,2.00,27.2000,50.00,1.0,0.0
693,-3.2415,48.09,48.09,16.50,16.50,22.6000,40.00,1.0,0.0
694,-2.0775,22.83,29.43,16.70,13.60,38.5000,70.00,1.0,0.0
695,-1.0695,24.63,24.63,8.00,8.00,38.5000,70.00,1.0,0.0
696,-2.9493,14.08,14.08,8.00,8.00,22.6000,40.00,1.0,0.0
697,-2.2528,53.52,53.96,5.00,5.00,22.6000,40.00,1.0,0.0
698,-3.4343,27.29,97.75,24.50,13.50,22.6000,40.00,1.0,0.0
699,-2.1727,22.57,22.57,2.40,2.40,22.6000,40.00,1.0,0.0
700,-2.9006,26.02,26.02,8.00,8.00,22.6000,40.00,1.0,0.0
701,-2.4591,36.85,36.85,8.00,8.00,22.6000,40.00,1.0,0.0
702,-147.2300,94.59,94.59,2.00,2.00,33.9000,60.00,1.0,0.0
703,-6.8500,26.85,26.85,30.00,24.50,33.9000,60.00,1.0,0.0
704,-2.6156,16.02,16.02,12.00,12.00,33.9000,60.00,1.0,0.0
705,-3.2986,44.20,44.20,8.00,8.00,33.9000,60.00,1.0,0.0
706,-0.8596,10.64,10.64,8.00,8.00,22.6000,40.00,1.0,0.0
707,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
708,-2.6463,28.08,28.08,20.50,20.50,45.2000,80.00,1.0,0.0
709,-2.3645,53.30,53.30,13.30,13.30,45.2000,80.00,1.0,0.0
710,-1.8985,27.82,27.82,14.00,14.00,22.6000,40.00,1.0,0.0
711,-4.7500,28.65,28.65,14.00,14.00,27.2000,50.00,1.0,0.0
712,-1.8264,25.10,25.10,5.00,5.00,38.5000,70.00,1.0,0.0
713,-1.3211,41.41,48.10,2.00,2.00,22.6000,40.00,1.0,0.0
714,-1.5471,21.14,21.14,12.60,12.60,38.5000,70.00,1.0,0.0
715,-1.8637,17.58,17.58,14.00,14.00,27.2000,50.00,1.0,0.0
716,-2.8145,16.30,16.30,8.00,8.00,45.2000,80.00,1.0,0.0
717,-2.6986,43.24,49.65,17.00,13.50,33.9000,60.00,1.0,0.0
718,-181.4377,95.85,95.85,2.00,2.00,45.2000,80.00,1.0,0.0
719,-0.8613,26.41,20.09,11.60,5.20,22.6000,40.00,1.0,0.0
720,-2.8956,15.43,15.43,8.00,8.00,22.6000,40.00,1.0,0.0
721,-1.5156,54.37,54.37,8.00,8.00,22.6000,40.00,1.0,0.0
722,-75.9059,29.50,29.50,20.50,20.50,45.2000,80.00,1.0,0.0
723,-2.2081,22.21,28.28,13.50,9.00,45.2000,80.00,1.0,0.0
724,-2.0431,19.97,19.97,5.00,5.00,22.6000,40.00,1.0,0.0
725,-2.3712,44.75,46.40,10.00,14.00,22.6000,40.00,1.0,0.0
726,-0.8592,10.61,10.61,8.00,8.00,33.9000,60.00,1.0,0.0
727,-6.9500,50.00,50.00,100.00,50.00,22.6000,40.00,1.0,0.0
728,-3.4354,21.75,21.75,20.50,20.50,22.6000,40.00,1.0,0.0
729,-2.2139,52.59,46.07,10.50,15.60,33.9000,60.00,1.0,0.0
730,-138.8866,24.78,24.78,8.00,8.00,22.6000,40.00,1.0,0.0
731,-1.9462,23.08,27.67,14.00,14.00,27.2000,50.00,1.0,0.0
732,-2.9562,29.65,29.65,16.50,16.50,22.6000,40.00,1.0,0.0
733,-2.7623,49.16,49.16,13.50,13.50,38.5000,70.00,1.0,0.0
734,-1.5183,14.89,14.89,13.90,13.90,22.6000,40.00,1.0,0.0
735,-1.0025,20.17,20.17,8.00,8.00,27.2000,50.00,1.0,0.0
736,-1.8840,27.94,18.93,10.00,14.00,22.6000,40.00,1.0,0.0
737,-2.5013,46.75,52.46,12.00,13.50,33.9000,60.00,1.0,0.0
738,-180.1313,87.57,87.57,5.00,5.00,33.9000,60.00,1.0,0.0
739,-2.8720,27.00,27.00,8.40,8.40,33.9000,60.00,1.0,0.0
740,-3.5495,26.67,26.67,14.00,14.00,45.2000,80.00,1.0,0.0
741,-3.2297,38.97,38.97,8.00,8.00,45.2000,80.00,1.0,0.0
742,-104.8686,93.82,93.82,5.00,5.00,45.2000,80.00,1.0,0.0
743,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
744,-0.8577,21.18,21.18,4.80,4.80,45.2000,80.00,1.0,0.0
745,-2.3766,51.77,51.77,14.00,14.00,45.2000,80.00,1.0,0.0
746,-146.6854,18.54,18.54,14.00,14.00,33.9000,60.00,1.0,0.0
747,-5.8000,28.21,50.00,21.00,100.00,33.9000,60.00,1.0,0.0
748,-3.3169,20.85,27.88,20.50,20.50,33.9000,60.00,1.0,0.0
749,-1.7992,50.02,50.02,4.80,4.80,45.2000,80.00,1.0,0.0
750,-188.3499,25.72,25.72,14.00,14.00,45.2000,80.00,1.0,0.0
751,-1.0846,25.64,25.64,8.00,8.00,38.5000,70.00,1.0,0.0
752,-1.0926,26.17,24.70,2.00,2.00,22.6000,40.00,1.0,0.0
753,-2.0298,47.24,47.24,2.00,2.00,27.2000,50.00,1.0,0.0
754,-0.7708,23.72,23.72,2.30,2.30,38.5000,70.00,1.0,0.0
755,-2.0427,29.52,17.52,14.00,14.00,33.9000,60.00,1.0,0.0
756,-2.1418,29.45,18.54,10.00,14.00,33.9000,60.00,1.0,0.0
757,-1.3640,44.27,50.17,2.00,2.00,45.2000,80.00,1.0,0.0
758,-1.0647,20.98,20.98,3.00,3.00,33.9000,60.00,1.0,0.0
759,-2.8305,25.80,25.80,16.20,16.20,22.6000,40.00,1.0,0.0
760,-2.1008,26.72,29.52,10.00,14.00,45.2000,80.00,1.0,0.0
761,-3.8598,44.53,44.53,10.00,14.00,45.2000,80.00,1.0,0.0
762,-219.7225,25.92,97.28,21.00,17.00,33.9000,60.00,1.0,0.0
763,-3.8500,50.00,50.00,50.00,50.00,33.9000,60.00,1.0,0.0
764,-2.1401,24.34,24.34,17.50,17.50,45.2000,80.00,1.0,0.0
765,-1.4319,48.79,48.79,8.00,8.00,22.6000,40.00,1.0,0.0
766,-151.5647,25.13,25.13,14.00,14.00,33.9000,60.00,1.0,0.0
767,-3.8500,50.00,50.00,50.00,50.00,38.5000,70.00,1.0,0.0
768,-1.8418,26.30,27.24,5.00,5.00,38.5000,70.00,1.0,0.0
769,-2.9168,47.34,47.34,13.20,13.20,45.2000,80.00,1.0,0.0
770,-1.8696,17.98,17.98,14.00,14.00,22.6000,40.00,1.0,0.0
771,-2.8689,16.89,16.89,8.00,8.00,22.6000,40.00,1.0,0.0
772,-1.8500,26.67,22.10,5.00,5.00,27.2000,50.00,1.0,0.0
773,-2.6107,54.05,54.05,18.00,18.00,38.5000,70.00,1.0,0.0
774,-2.0494,23.29,23.29,16.00,4.70,27.2000,50.00,1.0,0.0
775,-4.7500,16.74,16.74,8.00,8.00,27.2000,50.00,1.0,0.0
776,-3.4978,25.06,25.06,10.00,14.00,45.2000,80.00,1.0,0.0
777,-3.1211,51.41,49.12,9.00,4.50,22.6000,40.00,1.0,0.0
778,-138.2059,94.13,94.13,5.00,5.00,45.2000,80.00,1.0,0.0
779,-2.0304,24.41,24.41,7.60,7.60,45.2000,80.00,1.0,0.0
780,-1.9144,18.50,20.96,10.00,14.00,33.9000,60.00,1.0,0.0
781,-2.4902,52.68,50.10,10.00,14.00,22.6000,40.00,1.0,0.0
782,-167.0154,97.88,97.88,2.00,2.00,22.6000,40.00,1.0,0.0
783,-6.7250,20.80,50.00,16.00,78.50,22.6000,40.00,1.0,0.0
784,-0.9698,18.65,18.65,7.80,7.80,45.2000,80.00,1.0,0.0
785,-1.3017,40.12,40.12,8.00,8.00,33.9000,60.00,1.0,0.0
786,-1.0068,20.45,20.45,8.00,8.00,33.9000,60.00,1.0,0.0
787,-2.4343,27.29,50.00,17.00,75.00,38.5000,70.00,1.0,0.0
788,-1.7760,16.75,16.75,6.50,6.50,22.6000,40.00,1.0,0.0
789,-2.9831,53.72,50.25,19.10,23.70,22.6000,40.00,1.0,0.0
790,-1.0157,21.05,21.05,8.00,8.00,45.2000,80.00,1.0,0.0
791,-2.8272,10.50,10.50,8.00,8.00,22.6000,40.00,1.0,0.0
792,-3.3484,25.78,25.78,14.00,14.00,27.2000,50.00,1.0,0.0
793,-2.2454,54.56,54.56,5.00,5.00,38.5000,70.00,1.0,0.0
794,-261.3879,27.78,27.78,10.60,10.60,38.5000,70.00,1.0,0.0
795,-1.9801,25.34,25.23,14.00,14.00,38.5000,70.00,1.0,0.0
796,-2.1345,28.97,29.87,10.00,14.00,22.6000,40.00,1.0,0.0
797,-2.5155,51.73,51.73,2.00,2.00,45.2000,80.00,1.0,0.0
798,-233.0333,97.09,97.09,5.00,5.00,22.6000,40.00,1.0,0.0
799,-0.8029,21.19,21.19,3.70,3.70,33.9000,60.00,1.0,0.0
800,-0.8904,12.69,12.69,8.00,8.00,33.9000,60.00,1.0,0.0
801,-1.5159,54.40,54.40,8.00,8.00,33.9000,60.00,1.0,0.0
802,-0.8210,24.73,24.73,3.00,3.00,33.9000,60.00,1.0,0.0
803,-1.5200,29.67,13.71,9.50,4.00,22.6000,40.00,1.0,0.0
804,-1.5379,26.90,24.16,8.50,16.70,45.2000,80.00,1.0,0.0
805,-2.4301,48.67,46.54,10.00,14.00,33.9000,60.00,1.0,0.0
806,-1.0647,24.31,24.31,8.00,8.00,27.2000,50.00,1.0,0.0
807,-6.9500,50.00,50.00,100.00,50.00,22.6000,40.00,1.0,0.0
808,-1.8348,25.65,24.16,5.00,5.00,33.9000,60.00,1.0,0.0
809,-1.1337,41.58,41.58,4.20,4.20,22.6000,40.00,1.0,0.0
810,-94.7721,25.37,25.37,14.00,14.00,22.6000,40.00,1.0,0.0
811,-0.9723,18.15,18.15,8.00,8.00,38.5000,70.00,1.0,0.0
812,-1.8707,24.72,24.72,12.00,12.00,27.2000,50.00,1.0,0.0
813,-2.1556,47.04,53.71,5.00,5.00,22.6000,40.00,1.0,0.0
814,-1.7781,26.88,26.88,15.50,15.50,27.2000,50.00,1.0,0.0
815,-4.7500,23.72,24.69,14.00,14.00,22.6000,40.00,1.0,0.0
816,-1.0869,25.80,25.80,8.00,8.00,33.9000,60.00,1.0,0.0
817,-1.0759,38.40,38.40,4.00,4.00,22.6000,40.00,1.0,0.0
818,-0.8176,14.51,14.51,6.00,6.00,33.9000,60.00,1.0,0.0
819,-2.1307,24.05,20.82,14.40,11.70,45.2000,80.00,1.0,0.0
820,-3.5192,29.38,27.95,10.00,14.00,45.2000,80.00,1.0,0.0
821,-1.3745,44.97,44.97,8.00,8.00,33.9000,60.00,1.0,0.0
822,-2.2004,26.69,96.62,12.00,13.50,22.6000,40.00,1.0,0.0
823,-4.6000,50.00,50.00,53.00,53.00,45.2000,80.00,1.0,0.0
824,-2.1394,24.88,24.88,11.70,11.70,33.9000,60.00,1.0,0.0
825,-1.3059,40.39,40.39,8.00,8.00,33.9000,60.00,1.0,0.0
826,-0.9580,17.20,17.20,8.00,8.00,33.9000,60.00,1.0,0.0
827,-3.8500,50.00,50.00,50.00,50.00,27.2000,50.00,1.0,0.0
828,-1.0938,26.25,22.60,2.00,2.00,38.5000,70.00,1.0,0.0
829,-1.7946,47.98,47.98,9.50,9.50,33.9000,60.00,1.0,0.0
830,-64.2630,25.04,25.04,8.00,8.00,22.6000,40.00,1.0,0.0
831,-2.0241,28.28,29.70,14.00,14.00,38.5000,70.00,1.0,0.0
832,-1.8720,28.13,25.78,5.00,5.00,27.2000,50.00,1.0,0.0
833,-2.9741,42.53,42.53,5.00,5.00,22.6000,40.00,1.0,0.0
834,-1.8395,28.97,17.27,10.10,15.70,38.5000,70.00,1.0,0.0
835,-2.0477,29.85,26.82,14.00,14.00,38.5000,70.00,1.0,0.0
836,-1.1056,27.04,27.04,8.00,8.00,22.6000,40.00,1.0,0.0
837,-1.4375,49.17,48.19,2.00,2.00,45.2000,80.00,1.0,0.0
838,-211.8973,19.12,19.12,5.50,5.50,22.6000,40.00,1.0,0.0
839,-6.1850,25.52,25.52,16.60,16.60,45.2000,80.00,1.0,0.0
840,-1.9393,21.46,25.16,10.00,14.00,22.6000,40.00,1.0,0.0
841,-1.4064,47.09,47.09,8.00,8.00,45.2000,80.00,1.0,0.0
842,-1.2614,22.42,22.42,6.50,6.50,22.6000,40.00,1.0,0.0
843,-2.2460,29.73,50.00,12.00,78.50,33.9000,60.00,1.0,0.0
844,-2.2932,18.28,18.28,9.70,9.70,33.9000,60.00,1.0,0.0
845,-2.3121,53.89,47.47,10.00,14.00,33.9000,60.00,1.0,0.0
846,-2.0272,28.48,28.48,14.00,14.00,27.2000,50.00,1.0,0.0
847,-3.8500,50.00,50.00,50.00,50.00,38.5000,70.00,1.0,0.0
848,-0.9421,22.81,22.81,6.00,6.00,33.9000,60.00,1.0,0.0
849,-3.1291,50.67,46.96,13.70,14.20,33.9000,60.00,1.0,0.0
850,-0.9241,14.94,14.94,8.00,8.00,33.9000,60.00,1.0,0.0
851,-6.1500,13.81,29.19,14.00,14.00,27.2000,50.00,1.0,0.0
852,-2.6408,29.39,25.06,5.00,5.00,38.5000,70.00,1.0,0.0
853,-2.1824,48.83,51.04,5.00,5.00,27.2000,50.00,1.0,0.0
854,-1.2844,24.96,24.96,6.20,6.20,27.2000,50.00,1.0,0.0
855,-1.0554,23.69,23.69,8.00,8.00,33.9000,60.00,1.0,0.0
856,-2.1014,26.76,27.45,10.00,14.00,33.9000,60.00,1.0,0.0
857,-3.2485,50.59,50.59,3.00,3.00,45.2000,80.00,1.0,0.0
858,-1.1957,13.69,13.69,3.00,3.00,33.9000,60.00,1.0,0.0
859,-2.3051,24.22,24.22,15.00,15.00,22.6000,40.00,1.0,0.0
860,-2.9484,11.28,11.28,8.00,8.00,22.6000,40.00,1.0,0.0
861,-1.4277,48.51,48.51,8.00,8.00,33.9000,60.00,1.0,0.0
862,-2.8107,22.38,97.40,19.50,13.50,22.6000,40.00,1.0,0.0
863,-3.8500,50.00,50.00,50.00,50.00,45.2000,80.00,1.0,0.0
864,-1.4257,13.38,13.38,12.50,12.50,33.9000,60.00,1.0,0.0
865,-1.2403,36.02,36.02,8.00,8.00,33.9000,60.00,1.0,0.0
866,-1.9979,26.53,26.53,14.00,14.00,22.6000,40.00,1.0,0.0
867,-3.8500,50.00,50.00,50.00,50.00,22.6000,40.00,1.0,0.0
868,-0.9228,28.18,28.18,4.00,4.00,22.6000,40.00,1.0,0.0
869,-1.3258,48.05,48.05,6.10,6.10,45.2000,80.00,1.0,0.0
870,-1.8882,19.22,19.22,14.00,14.00,33.9000,60.00,1.0,0.0
871,-1.9564,27.64,23.76,14.00,14.00,38.5000,70.00,1.0,0.0
872,-5.4012,12.52,16.87,17.70,12.00,27.2000,50.00,1.0,0.0
873,-2.9387,49.25,52.61,5.00,5.00,22.6000,40.00,1.0,0.0
874,-150.2677,28.11,93.81,15.90,21.90,22.6000,40.00,1.0,0.0
875,-1.9256,21.71,14.43,14.00,14.00,22.6000,40.00,1.0,0.0
876,-2.0239,21.59,25.91,10.00,14.00,22.6000,40.00,1.0,0.0
877,-2.3011,53.41,53.41,12.00,12.00,33.9000,60.00,1.0,0.0
878,-106.3876,92.13,92.13,5.00,5.00,45.2000,80.00,1.0,0.0
879,-1.9951,25.68,50.00,14.20,75.00,22.6000,40.00,1.0,0.0
880,-0.9777,18.51,18.51,8.00,8.00,45.2000,80.00,1.0,0.0
881,-2.4322,48.81,46.11,10.00,14.00,33.9000,60.00,1.0,0.0
882,-132.6318,95.13,95.13,2.00,2.00,33.9000,60.00,1.0,0.0
883,-2.4226,12.92,28.36,6.50,5.00,33.9000,60.00,1.0,0.0
884,-1.9858,29.63,27.72,22.30,19.40,33.9000,60.00,1.0,0.0
885,-1.3300,42.00,42.00,8.00,8.00,33.9000,60.00,1.0,0.0
886,-86.4148,27.46,27.46,14.00,14.00,33.9000,60.00,1.0,0.0
887,-6.9500,50.00,50.00,50.00,50.00,38.5000,70.00,1.0,0.0
888,-1.1270,29.38,26.46,2.00,2.00,45.2000,80.00,1.0,0.0
889,-1.8622,54.48,50.96,8.90,12.10,22.6000,40.00,1.0,0.0
890,-136.9007,29.07,29.07,14.00,14.00,45.2000,80.00,1.0,0.0
891,-2.0003,26.69,22.88,14.00,14.00,38.5000,70.00,1.0,0.0
892,-1.7395,23.86,26.84,5.00,5.00,22.6000,40.00,1.0,0.0
893,-5.4159,45.25,45.25,4.00,4.00,22.6000,40.00,1.0,0.0
894,-1.5681,21.54,21.54,12.90,12.90,38.5000,70.00,1.0,0.0
895,-2.0379,29.19,22.38,14.00,14.00,22.6000,40.00,1.0,0.0
896,-2.1171,29.32,29.32,14.00,14.00,45.2000,80.00,1.0,0.0
897,-1.3221,41.47,52.91,2.00,2.00,45.2000,80.00,1.0,0.0
898,-2.8520,14.67,14.67,3.00,3.00,33.9000,60.00,1.0,0.0
899,-2.0684,28.47,28.47,2.20,2.20,33.9000,60.00,1.0,0.0
900,-3.5058,22.69,22.69,10.00,14.00,22.6000,40.00,1.0,0.0
901,-2.4814,52.09,49.15,10.00,14.00,45.2000,80.00,1.0,0.0
902,-159.2186,96.75,96.75,2.00,2.00,33.9000,60.00,1.0,0.0
903,-1.9122,27.48,27.48,12.00,12.00,45.2000,80.00,1.0,0.0
904,-1.4238,13.92,27.40,12.30,11.00,22.6000,40.00,1.0,0.0
905,-2.2163,49.44,41.08,10.00,14.00,33.9000,60.00,1.0,0.0
906,-0.8506,10.04,10.04,8.00,8.00,45.2000,80.00,1.0,0.0
907,-3.8500,50.00,50.00,50.00,50.00,45.2000,80.00,1.0,0.0
908,-1.0673,23.01,28.00,2.00,2.00,38.5000,70.00,1.0,0.0
909,-3.0362,45.87,53.37,16.10,19.10,22.6000,40.00,1.0,0.0
910,-1.9971,26.47,26.47,14.00,14.00,45.2000,80.00,1.0,0.0
911,-1.9741,24.94,27.94,14.00,14.00,38.5000,70.00,1.0,0.0
912,-0.9982,19.88,15.99,2.00,2.00,38.5000,70.00,1.0,0.0
913,-2.1684,52.11,47.89,5.00,5.00,38.5000,70.00,1.0,0.0
914,-2.2582,24.21,24.21,19.90,19.90,22.6000,40.00,1.0,0.0
915,-0.9905,19.37,19.37,8.00,8.00,22.6000,40.00,1.0,0.0
916,-1.0423,22.82,22.82,8.00,8.00,33.9000,60.00,1.0,0.0
917,-1.4297,48.65,48.65,2.00,2.00,33.9000,60.00,1.0,0.0
918,-70.0627,29.56,29.56,23.00,23.00,45.2000,80.00,1.0,0.0
919,-1.8777,29.18,29.18,10.80,10.80,45.2000,80.00,1.0,0.0
920,-2.1424,29.49,29.49,10.00,14.00,33.9000,60.00,1.0,0.0
921,-1.2880,39.20,39.20,8.00,8.00,33.9000,60.00,1.0,0.0
922,-1.4759,28.40,28.40,9.00,9.00,45.2000,80.00,1.0,0.0
923,-7.9500,27.25,50.00,23.00,83.00,45.2000,80.00,1.0,0.0
924,-1.5354,27.87,27.87,5.00,5.00,33.9000,60.00,1.0,0.0
925,-2.4414,49.43,53.39,10.00,14.00,33.9000,60.00,1.0,0.0
926,-0.8779,11.86,11.86,8.00,8.00,22.6000,40.00,1.0,0.0
927,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
928,-2.7459,28.77,28.77,13.50,13.50,22.6000,40.00,1.0,0.0
929,-1.6018,50.12,50.12,5.00,5.00,33.9000,60.00,1.0,0.0
930,-2.9075,11.03,11.03,8.00,8.00,45.2000,80.00,1.0,0.0
931,-0.9134,14.23,14.23,8.00,8.00,27.2000,50.00,1.0,0.0
932,-3.1960,25.74,25.74,20.50,20.50,22.6000,40.00,1.0,0.0
933,-1.2550,45.34,45.34,5.50,5.50,38.5000,70.00,1.0,0.0
934,-1.4189,21.93,21.93,11.00,9.80,27.2000,50.00,1.0,0.0
935,-0.9676,17.84,17.84,8.00,8.00,22.6000,40.00,1.0,0.0
936,-1.0693,24.62,24.62,8.00,8.00,22.6000,40.00,1.0,0.0
937,-1.7689,41.26,41.26,11.00,11.00,45.2000,80.00,1.0,0.0
938,-216.1061,91.74,91.74,2.00,2.00,33.9000,60.00,1.0,0.0
939,-1.6952,27.68,27.68,13.60,13.60,22.6000,40.00,1.0,0.0
940,-2.9422,10.21,10.21,8.00,8.00,33.9000,60.00,1.0,0.0
941,-1.3245,41.63,41.63,8.00,8.00,45.2000,80.00,1.0,0.0
942,-3.2808,28.72,90.78,21.00,17.00,22.6000,40.00,1.0,0.0
943,-4.6000,50.00,50.00,53.00,53.00,33.9000,60.00,1.0,0.0
944,-0.9352,17.68,17.68,7.40,7.40,22.6000,40.00,1.0,0.0
945,-3.2861,38.46,38.46,8.00,8.00,45.2000,80.00,1.0,0.0
946,-1.0169,21.13,21.13,8.00,8.00,27.2000,50.00,1.0,0.0
947,-3.8500,50.00,50.00,50.00,50.00,22.6000,40.00,1.0,0.0
948,-0.8273,25.15,25.15,3.00,3.00,45.2000,80.00,1.0,0.0
949,-2.3387,41.58,51.33,16.30,19.60,38.5000,70.00,1.0,0.0
950,-2.0066,27.11,27.11,14.00,14.00,22.6000,40.00,1.0,0.0
951,-2.0014,26.76,26.76,14.00,14.00,38.5000,70.00,1.0,0.0
952,-3.0147,29.31,29.31,21.50,21.50,22.6000,40.00,1.0,0.0
953,-1.8415,54.12,54.12,3.00,3.00,45.2000,80.00,1.0,0.0
954,-0.8936,23.24,23.24,4.90,4.90,33.9000,60.00,1.0,0.0
955,-0.8514,10.10,10.10,8.00,8.00,27.2000,50.00,1.0,0.0
956,-1.9806,26.45,16.72,10.00,14.00,45.2000,80.00,1.0,0.0
957,-2.7709,44.54,44.54,6.00,6.00,33.9000,60.00,1.0,0.0
958,-195.2711,88.54,88.54,2.00,2.00,33.9000,60.00,1.0,0.0
959,-1.1442,11.28,11.28,7.50,7.50,33.9000,60.00,1.0,0.0
960,-3.5170,29.94,23.81,10.00,14.00,45.2000,80.00,1.0,0.0
961,-2.5056,53.71,53.71,10.00,14.00,45.2000,80.00,1.0,0.0
962,-1.0950,24.67,24.67,8.50,8.50,33.9000,60.00,1.0,0.0
963,-3.8500,50.00,50.00,50.00,50.00,33.9000,60.00,1.0,0.0
964,-1.2915,27.10,21.58,5.70,12.00,22.6000,40.00,1.0,0.0
965,-2.4953,53.02,37.37,10.00,8.00,33.9000,60.00,1.0,0.0
966,-0.9007,13.38,13.38,8.00,8.00,27.2000,50.00,1.0,0.0
967,-8.5000,14.71,14.71,4.50,4.50,22.6000,40.00,1.0,0.0
968,-1.0483,16.07,22.92,2.00,2.00,33.9000,60.00,1.0,0.0
969,-1.0675,35.83,35.83,4.60,4.60,45.2000,80.00,1.0,0.0
970,-2.0139,27.59,27.59,14.00,14.00,22.6000,40.00,1.0,0.0
971,-2.0495,27.79,27.79,14.00,14.00,33.9000,60.00,1.0,0.0
972,-1.8583,27.22,23.49,5.00,5.00,27.2000,50.00,1.0,0.0
973,-1.4211,52.56,48.08,2.00,2.00,38.5000,70.00,1.0,0.0
974,-0.7897,18.98,18.98,4.10,4.10,33.9000,60.00,1.0,0.0
975,-1.9671,24.47,24.47,14.00,14.00,33.9000,60.00,1.0,0.0
976,-2.8837,20.35,20.35,8.00,8.00,22.6000,40.00,1.0,0.0
977,-1.4879,49.20,49.20,3.00,3.00,45.2000,80.00,1.0,0.0
978,-2.4444,29.63,96.40,16.00,17.00,33.9000,60.00,1.0,0.0
979,-0.5820,11.80,11.80,2.10,2.10,45.2000,80.00,1.0,0.0
980,-1.0919,26.13,26.13,8.00,8.00,22.6000,40.00,1.0,0.0
981,-2.4145,54.30,54.30,10.00,14.00,45.2000,80.00,1.0,0.0
982,-103.4252,91.89,91.89,5.00,5.00,45.2000,80.00,1.0,0.0
983,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
984,-2.5916,10.60,10.60,7.20,7.20,33.9000,60.00,1.0,0.0
985,-1.2383,35.89,35.89,8.00,8.00,33.9000,60.00,1.0,0.0
986,-1.9331,22.20,22.20,14.00,14.00,45.2000,80.00,1.0,0.0
987,-3.8500,50.00,50.00,50.00,50.00,33.9000,60.00,1.0,0.0
988,-1.7755,19.48,19.48,4.50,4.50,22.6000,40.00,1.0,0.0
989,-2.1138,47.28,50.92,20.50,15.00,22.6000,40.00,1.0,0.0
990,-1.9932,26.21,26.21,14.00,14.00,22.6000,40.00,1.0,0.0
991,-1.0726,24.84,24.84,8.00,8.00,27.2000,50.00,1.0,0.0
992,-1.8212,24.75,23.64,5.00,5.00,22.6000,40.00,1.0,0.0
993,-3.7757,50.05,52.65,24.50,24.50,22.6000,40.00,1.0,0.0
994,-1.6558,26.72,26.99,13.10,9.80,22.6000,40.00,1.0,0.0
995,-1.1240,28.27,28.27,8.00,8.00,22.6000,40.00,1.0,0.0
996,-0.8861,12.40,12.40,8.00,8.00,33.9000,60.00,1.0,0.0
997,-1.5760,50.06,50.06,4.50,4.50,33.9000,60.00,1.0,0.0
998,-81.2075,95.12,95.12,2.00,2.00,33.9000,60.00,1.0,0.0
999,-2.2489,14.92,27.60,16.50,15.10,33.9000,60.00,1.0,0.0
1000,-2.9467,22.76,22.76,8.00,8.00,33.9000,60.00,1.0,0.0
1001,-2.2993,46.62,52.49,14.00,14.00,33.9000,60.00,1.0,0.0
1002,-176.4149,25.54,25.54,15.00,15.00,45.2000,80.00,1.0,0.0
1003,-1.2712,23.08,23.08,6.50,6.50,45.2000,80.00,1.0,0.0
1004,-0.8429,20.86,20.86,4.60,4.60,45.2000,80.00,1.0,0.0
1005,-3.7639,46.49,48.72,14.00,14.00,33.9000,60.00,1.0,0.0
1006,-1.0579,23.86,23.86,8.00,8.00,38.5000,70.00,1.0,0.0
1007,-3.8500,50.00,50.00,50.00,50.00,45.2000,80.00,1.0,0.0
1008,-3.6698,23.81,23.81,14.00,14.00,45.2000,80.00,1.0,0.0
1009,-2.6072,49.48,49.08,19.30,22.10,45.2000,80.00,1.0,0.0
