episode,dqn_routing_reward,dqn_bottleneck_util,spf_bottleneck_util,dqn_avg_latency,spf_avg_latency,multicast_reward,multicast_bw_saved_mbps,ddos_accuracy,ddos_false_positive
333,-1.3927,40.44,47.25,2.00,2.00,38.5000,70.00,1.0,0.0
334,-1.9008,14.39,29.72,14.00,17.10,33.9000,60.00,1.0,0.0
335,-1.0746,24.98,24.98,8.00,8.00,22.6000,40.00,1.0,0.0
336,-1.8783,26.38,26.38,10.00,14.00,45.2000,80.00,1.0,0.0
337,-2.5664,48.04,48.04,2.00,2.00,22.6000,40.00,1.0,0.0
338,-2.4754,20.80,20.80,6.00,6.00,45.2000,80.00,1.0,0.0
339,-0.9665,17.76,17.76,8.00,8.00,22.6000,40.00,1.0,0.0
340,-1.9262,27.53,27.53,10.00,14.00,22.6000,40.00,1.0,0.0
341,-1.3347,42.31,42.31,8.00,8.00,45.2000,80.00,1.0,0.0
342,-2.5841,25.31,28.00,6.50,5.00,33.9000,60.00,1.0,0.0
343,-8.4500,21.79,27.82,3.00,3.00,22.6000,40.00,1.0,0.0
344,-2.6127,27.23,28.00,14.40,14.50,45.2000,80.00,1.0,0.0
345,-2.4200,48.00,49.98,10.00,14.00,22.6000,40.00,1.0,0.0
346,-1.9611,24.08,24.08,14.00,14.00,27.2000,50.00,1.0,0.0
347,-3.8500,50.00,50.00,50.00,50.00,45.2000,80.00,1.0,0.0
348,-1.2484,28.23,28.23,4.50,4.50,45.2000,80.00,1.0,0.0
349,-2.6455,52.70,51.64,19.10,20.50,22.6000,40.00,1.0,0.0
350,-0.9362,15.75,15.75,8.00,8.00,33.9000,60.00,1.0,0.0
351,-4.7500,27.05,27.05,8.00,8.00,27.2000,50.00,1.0,0.0
352,-2.7735,29.90,29.90,16.50,16.50,27.2000,50.00,1.0,0.0
353,-1.5198,41.96,54.65,2.00,2.00,22.6000,40.00,1.0,0.0
354,-0.7978,13.19,13.19,6.00,6.00,27.2000,50.00,1.0,0.0
355,-0.9404,16.03,16.03,8.00,8.00,22.6000,40.00,1.0,0.0
356,-1.8750,18.33,26.55,14.00,14.00,22.6000,40.00,1.0,0.0
357,-5.8839,39.77,39.77,9.50,9.50,45.2000,80.00,1.0,0.0
358,-2.3876,27.51,27.51,7.50,7.50,33.9000,60.00,1.0,0.0
359,-2.3232,25.20,27.88,15.20,20.10,22.6000,40.00,1.0,0.0
360,-1.9151,21.00,21.00,14.00,14.00,45.2000,80.00,1.0,0.0
361,-1.4262,48.41,48.41,8.00,8.00,22.6000,40.00,1.0,0.0
362,-3.0303,25.35,25.35,23.00,23.00,22.6000,40.00,1.0,0.0
363,-5.4000,24.52,50.00,24.50,75.00,45.2000,80.00,1.0,0.0
364,-1.3624,20.16,20.16,9.20,9.20,33.9000,60.00,1.0,0.0
365,-3.8896,49.24,47.81,10.00,14.00,33.9000,60.00,1.0,0.0
366,-0.9635,17.57,17.57,8.00,8.00,45.2000,80.00,1.0,0.0
367,-3.8500,50.00,50.00,50.00,50.00,45.2000,80.00,1.0,0.0
368,-0.8208,21.38,21.38,4.00,4.00,38.5000,70.00,1.0,0.0
369,-3.4095,42.22,51.12,20.00,21.10,45.2000,80.00,1.0,0.0
370,-2.0157,19.79,19.79,14.00,14.00,45.2000,80.00,1.0,0.0
371,-2.7907,12.36,12.36,8.00,8.00,27.2000,50.00,1.0,0.0
372,-1.8107,23.88,21.98,13.00,11.00,22.6000,40.00,1.0,0.0
373,-2.9390,53.00,53.50,5.00,5.00,22.6000,40.00,1.0,0.0
374,-0.8130,13.87,13.87,6.10,6.10,38.5000,70.00,1.0,0.0
375,-2.0029,26.86,26.86,14.00,14.00,22.6000,40.00,1.0,0.0
376,-0.8560,10.40,10.40,8.00,8.00,33.9000,60.00,1.0,0.0
377,-2.3676,52.84,52.84,13.50,13.50,45.2000,80.00,1.0,0.0
378,-177.2205,94.31,94.31,2.00,2.00,45.2000,80.00,1.0,0.0
379,-2.5679,22.73,22.73,4.90,4.90,33.9000,60.00,1.0,0.0
380,-2.1459,11.79,11.79,8.00,8.00,33.9000,60.00,1.0,0.0
381,-2.4783,51.33,51.33,8.00,8.00,33.9000,60.00,1.0,0.0
382,-4.1607,29.72,95.71,27.00,22.00,45.2000,80.00,1.0,0.0
383,-2.4967,13.95,13.95,5.00,5.00,22.6000,40.00,1.0,0.0
384,-1.3396,16.31,16.31,9.90,9.90,45.2000,80.00,1.0,0.0
385,-2.4635,35.99,35.99,8.00,8.00,45.2000,80.00,1.0,0.0
386,-0.8766,11.77,11.77,8.00,8.00,33.9000,60.00,1.0,0.0
387,-0.9242,28.28,28.28,4.00,4.00,22.6000,40.00,1.0,0.0
388,-0.9216,25.11,16.33,2.00,2.00,27.2000,50.00,1.0,0.0
389,-2.7606,54.03,46.52,20.70,16.30,22.6000,40.00,1.0,0.0
390,-1.0692,24.61,24.61,8.00,8.00,38.5000,70.00,1.0,0.0
391,-0.8562,10.41,10.41,8.00,8.00,22.6000,40.00,1.0,0.0
392,-0.9942,19.61,22.41,2.00,2.00,27.2000,50.00,1.0,0.0
393,-3.7623,48.78,49.39,24.00,20.50,22.6000,40.00,1.0,0.0
394,-2.8419,15.94,20.88,10.70,4.50,27.2000,50.00,1.0,0.0
395,-2.9408,19.11,19.11,8.00,8.00,27.2000,50.00,1.0,0.0
396,-2.9292,10.59,10.59,8.00,8.00,45.2000,80.00,1.0,0.0
397,-1.9551,53.67,53.67,11.00,11.00,22.6000,40.00,1.0,0.0
398,-121.0509,93.21,93.21,2.00,2.00,45.2000,80.00,1.0,0.0
399,-2.3528,26.19,26.19,9.80,9.80,33.9000,60.00,1.0,0.0
400,-2.0467,20.27,29.17,10.00,14.00,45.2000,80.00,1.0,0.0
401,-1.3753,45.02,45.02,8.00,8.00,33.9000,60.00,1.0,0.0
402,-63.1112,86.89,86.89,5.00,5.00,45.2000,80.00,1.0,0.0
403,-3.8500,50.00,50.00,50.00,50.00,45.2000,80.00,1.0,0.0
404,-2.5810,29.34,29.34,8.90,8.90,33.9000,60.00,1.0,0.0
405,-1.3642,44.28,44.28,8.00,8.00,45.2000,80.00,1.0,0.0
406,-1.9950,21.60,21.60,14.00,14.00,38.5000,70.00,1.0,0.0
407,-4.6000,50.00,50.00,56.00,53.00,38.5000,70.00,1.0,0.0
408,-3.0314,28.76,28.76,22.00,22.00,33.9000,60.00,1.0,0.0
409,-1.0617,41.78,41.78,2.70,2.70,45.2000,80.00,1.0,0.0
410,-1.8864,19.09,19.09,14.00,14.00,33.9000,60.00,1.0,0.0
411,-2.0363,23.38,29.09,14.00,14.00,33.9000,60.00,1.0,0.0
412,-1.8055,23.70,23.70,5.00,5.00,22.6000,40.00,1.0,0.0
413,-4.6086,53.91,53.91,18.00,18.00,27.2000,50.00,1.0,0.0
414,-144.5398,19.99,19.99,10.10,10.10,22.6000,40.00,1.0,0.0
415,-1.7851,12.34,12.34,14.00,14.00,22.6000,40.00,1.0,0.0
416,-2.0173,21.15,26.40,10.00,14.00,22.6000,40.00,1.0,0.0
417,-4.2273,45.95,45.95,14.00,14.00,22.6000,40.00,1.0,0.0
418,-0.8440,17.93,17.93,5.50,5.50,22.6000,40.00,1.0,0.0
419,-4.6300,27.83,27.83,15.20,15.20,22.6000,40.00,1.0,0.0
420,-3.5488,23.90,29.92,10.00,14.00,45.2000,80.00,1.0,0.0
421,-3.8878,54.87,45.47,10.00,14.00,33.9000,60.00,1.0,0.0
422,-114.1526,91.51,91.51,5.00,5.00,33.9000,60.00,1.0,0.0
423,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
424,-2.0476,14.25,14.25,9.30,9.30,22.6000,40.00,1.0,0.0
425,-1.3476,43.17,43.17,8.00,8.00,45.2000,80.00,1.0,0.0
426,-1.9734,24.90,24.90,14.00,14.00,33.9000,60.00,1.0,0.0
427,-7.9500,28.71,28.71,9.50,9.50,33.9000,60.00,1.0,0.0
428,-1.0802,25.35,21.89,2.00,2.00,22.6000,40.00,1.0,0.0
429,-1.0877,40.18,40.18,3.70,3.70,22.6000,40.00,1.0,0.0
430,-278.5954,22.02,22.02,8.00,8.00,38.5000,70.00,1.0,0.0
431,-4.7500,19.08,19.08,8.00,8.00,38.5000,70.00,1.0,0.0
432,-0.9975,19.83,15.71,2.00,2.00,22.6000,40.00,1.0,0.0
433,-3.2164,53.83,51.27,19.00,16.50,27.2000,50.00,1.0,0.0
434,-1.1341,23.27,23.27,9.70,9.70,38.5000,70.00,1.0,0.0
435,-1.0233,21.55,21.55,8.00,8.00,22.6000,40.00,1.0,0.0
436,-2.0353,22.35,28.71,10.00,14.00,33.9000,60.00,1.0,0.0
437,-3.3710,51.40,51.40,22.00,22.00,33.9000,60.00,1.0,0.0
438,-84.9660,90.18,90.18,2.00,2.00,33.9000,60.00,1.0,0.0
439,-1.5313,21.75,21.75,12.10,12.10,45.2000,80.00,1.0,0.0
440,-0.9364,15.76,15.76,8.00,8.00,45.2000,80.00,1.0,0.0
441,-2.3714,47.95,53.19,10.00,14.00,33.9000,60.00,1.0,0.0
442,-252.6386,94.39,94.39,2.00,2.00,22.6000,40.00,1.0,0.0
443,-4.6000,50.00,50.00,53.00,53.00,33.9000,60.00,1.0,0.0
444,-1.0541,18.27,18.27,9.60,9.60,45.2000,80.00,1.0,0.0
445,-2.4622,54.94,54.94,8.00,8.00,45.2000,80.00,1.0,0.0
446,-277.2189,25.31,25.31,8.00,8.00,22.6000,40.00,1.0,0.0
447,-4.6000,50.00,50.00,53.00,53.00,27.2000,50.00,1.0,0.0
448,-2.6049,20.32,28.53,16.00,13.50,22.6000,40.00,1.0,0.0
449,-1.6081,43.88,43.88,7.00,7.00,33.9000,60.00,1.0,0.0
450,-2.8580,24.28,24.28,8.00,8.00,38.5000,70.00,1.0,0.0
451,-1.1403,29.35,29.35,8.00,8.00,27.2000,50.00,1.0,0.0
452,-1.3612,29.08,29.08,6.50,6.50,27.2000,50.00,1.0,0.0
453,-1.4431,49.54,54.93,2.00,2.00,27.2000,50.00,1.0,0.0
454,-3.3447,28.64,28.64,6.20,6.20,27.2000,50.00,1.0,0.0
455,-0.9775,18.50,18.50,8.00,8.00,22.6000,40.00,1.0,0.0
456,-2.0966,26.44,28.23,10.00,14.00,45.2000,80.00,1.0,0.0
457,-2.1292,48.62,50.29,10.00,11.00,45.2000,80.00,1.0,0.0
458,-1.9614,28.45,27.55,10.00,11.00,45.2000,80.00,1.0,0.0
459,-2.1589,19.51,19.51,14.40,14.40,33.9000,60.00,1.0,0.0
460,-1.8346,15.64,15.64,14.00,14.00,33.9000,60.00,1.0,0.0
461,-2.4004,46.70,46.76,10.00,14.00,45.2000,80.00,1.0,0.0
462,-239.2772,97.21,97.21,5.00,5.00,22.6000,40.00,1.0,0.0
463,-3.2201,23.68,50.00,16.00,78.00,45.2000,80.00,1.0,0.0
464,-2.5231,16.91,16.91,8.80,8.80,22.6000,40.00,1.0,0.0
465,-2.4436,49.57,48.23,10.00,14.00,33.9000,60.00,1.0,0.0
466,-156.6703,10.70,10.70,8.00,8.00,33.9000,60.00,1.0,0.0
467,-2.8367,29.11,50.00,18.00,81.50,22.6000,40.00,1.0,0.0
468,-0.9633,18.86,18.86,2.00,2.00,45.2000,80.00,1.0,0.0
469,-2.3241,43.61,43.61,15.40,15.40,33.9000,60.00,1.0,0.0
470,-1.9984,26.56,26.56,14.00,14.00,33.9000,60.00,1.0,0.0
471,-1.0593,23.95,23.95,8.00,8.00,27.2000,50.00,1.0,0.0
472,-2.3587,11.72,11.72,6.00,6.00,22.6000,40.00,1.0,0.0
473,-2.2144,50.96,51.04,5.00,5.00,27.2000,50.00,1.0,0.0
474,-1.2640,21.93,22.91,6.70,15.40,27.2000,50.00,1.0,0.0
475,-1.0752,25.01,25.01,8.00,8.00,45.2000,80.00,1.0,0.0
476,-1.8414,16.10,16.10,14.00,14.00,45.2000,80.00,1.0,0.0
477,-1.4829,48.86,48.86,3.00,3.00,33.9000,60.00,1.0,0.0
478,-112.4320,24.96,24.96,23.00,23.00,22.6000,40.00,1.0,0.0
479,-3.8500,23.17,50.00,16.30,50.00,22.6000,40.00,1.0,0.0
480,-2.8239,11.45,11.45,8.00,8.00,33.9000,60.00,1.0,0.0
481,-1.4558,50.39,50.39,8.00,8.00,45.2000,80.00,1.0,0.0
482,-90.6204,90.79,90.79,2.00,2.00,22.6000,40.00,1.0,0.0
483,-3.8500,50.00,50.00,50.00,50.00,33.9000,60.00,1.0,0.0
484,-0.7641,18.61,18.61,3.70,3.70,45.2000,80.00,1.0,0.0
485,-2.4423,51.01,51.01,8.00,8.00,22.6000,40.00,1.0,0.0
486,-0.9350,15.67,15.67,8.00,8.00,45.2000,80.00,1.0,0.0
487,-4.6000,50.00,50.00,53.00,53.00,38.5000,70.00,1.0,0.0
488,-3.5091,26.64,26.64,15.00,15.00,45.2000,80.00,1.0,0.0
489,-2.4922,44.46,54.28,10.20,11.60,22.6000,40.00,1.0,0.0
490,-2.0395,29.30,29.30,14.00,14.00,38.5000,70.00,1.0,0.0
491,-1.0173,21.15,21.15,8.00,8.00,27.2000,50.00,1.0,0.0
492,-0.9025,13.50,27.71,2.00,2.00,38.5000,70.00,1.0,0.0
493,-1.7105,52.37,47.77,6.50,5.00,22.6000,40.00,1.0,0.0
494,-0.8402,10.68,10.68,7.60,7.60,27.2000,50.00,1.0,0.0
495,-2.9452,18.48,18.48,8.00,8.00,27.2000,50.00,1.0,0.0
496,-1.0621,24.14,24.14,8.00,8.00,22.6000,40.00,1.0,0.0
497,-3.1291,52.23,53.60,20.50,16.50,45.2000,80.00,1.0,0.0
498,-262.6621,26.78,26.78,9.50,9.50,33.9000,60.00,1.0,0.0
499,-1.5745,24.63,24.63,12.10,12.10,45.2000,80.00,1.0,0.0
500,-0.9209,14.73,14.73,8.00,8.00,45.2000,80.00,1.0,0.0
501,-1.3621,44.14,44.14,8.00,8.00,33.9000,60.00,1.0,0.0
502,-92.0530,29.59,29.59,12.00,12.00,33.9000,60.00,1.0,0.0
503,-2.6724,29.83,29.83,20.50,20.50,33.9000,60.00,1.0,0.0
504,-2.1034,26.83,26.83,14.70,14.70,22.6000,40.00,1.0,0.0
505,-2.4854,52.36,52.36,10.00,14.00,22.6000,40.00,1.0,0.0
506,-98.5925,21.15,21.15,14.00,14.00,45.2000,80.00,1.0,0.0
507,-3.8500,50.00,50.00,50.00,50.00,38.5000,70.00,1.0,0.0
508,-3.0456,29.71,29.71,22.00,22.00,22.6000,40.00,1.0,0.0
509,-2.3364,49.42,49.42,13.90,13.90,27.2000,50.00,1.0,0.0
510,-0.9392,15.95,15.95,8.00,8.00,33.9000,60.00,1.0,0.0
511,-1.0260,21.74,21.74,8.00,8.00,22.6000,40.00,1.0,0.0
512,-1.3162,22.74,22.74,7.50,7.50,38.5000,70.00,1.0,0.0
513,-1.3876,44.18,44.18,8.50,8.50,38.5000,70.00,1.0,0.0
514,-210.1228,24.45,24.45,11.40,11.40,38.5000,70.00,1.0,0.0
515,-1.0645,24.30,24.30,8.00,8.00,38.5000,70.00,1.0,0.0
516,-2.1180,27.87,26.14,10.00,14.00,22.6000,40.00,1.0,0.0
517,-3.0427,54.51,54.51,15.00,15.00,45.2000,80.00,1.0,0.0
518,-62.0856,86.69,90.10,5.00,5.00,33.9000,60.00,1.0,0.0
519,-1.4672,21.63,24.48,4.70,7.70,33.9000,60.00,1.0,0.0
520,-1.9277,27.60,21.85,10.00,14.00,33.9000,60.00,1.0,0.0
521,-1.4702,51.34,51.34,8.00,8.00,22.6000,40.00,1.0,0.0
522,-0.8529,16.52,25.19,8.00,3.50,45.2000,80.00,1.0,0.0
523,-3.8500,50.00,50.00,50.00,50.00,33.9000,60.00,1.0,0.0
524,-2.3453,21.69,26.19,16.40,28.70,33.9000,60.00,1.0,0.0
525,-2.3926,53.58,53.58,10.00,14.00,22.6000,40.00,1.0,0.0
526,-2.9312,28.01,28.01,8.00,8.00,45.2000,80.00,1.0,0.0
527,-6.7250,26.76,50.00,16.00,78.50,22.6000,40.00,1.0,0.0
528,-0.9365,16.40,16.40,2.00,2.00,45.2000,80.00,1.0,0.0
529,-3.9792,38.28,54.67,19.10,18.20,38.5000,70.00,1.0,0.0
530,-2.0380,28.80,28.80,14.00,14.00,27.2000,50.00,1.0,0.0
531,-1.1231,28.20,28.20,8.00,8.00,27.2000,50.00,1.0,0.0
532,-2.5174,15.31,15.31,13.50,13.50,22.6000,40.00,1.0,0.0
533,-1.3782,45.21,53.19,2.00,2.00,22.6000,40.00,1.0,0.0
534,-191.4283,18.01,18.01,6.10,6.10,33.9000,60.00,1.0,0.0
535,-1.9455,23.03,28.81,14.00,14.00,38.5000,70.00,1.0,0.0
536,-1.9139,20.93,20.93,14.00,14.00,45.2000,80.00,1.0,0.0
537,-1.1279,38.53,38.53,5.00,5.00,33.9000,60.00,1.0,0.0
538,-3.4641,21.98,21.98,7.50,7.50,45.2000,80.00,1.0,0.0
539,-1.4475,25.17,25.17,9.40,9.40,22.6000,40.00,1.0,0.0
540,-3.5030,23.13,26.87,14.00,14.00,45.2000,80.00,1.0,0.0
541,-3.2613,50.32,50.32,8.00,8.00,33.9000,60.00,1.0,0.0
542,-1.9704,26.36,26.36,13.50,13.50,33.9000,60.00,1.0,0.0
543,-3.8500,50.00,50.00,50.00,50.00,22.6000,40.00,1.0,0.0
544,-1.2798,11.65,26.95,10.10,8.00,22.6000,40.00,1.0,0.0
545,-2.4134,54.23,54.23,10.00,14.00,45.2000,80.00,1.0,0.0
546,-1.8992,19.95,19.95,14.00,14.00,33.9000,60.00,1.0,0.0
547,-6.3250,28.43,50.00,18.00,81.50,33.9000,60.00,1.0,0.0
548,-1.0336,22.45,22.24,2.00,2.00,33.9000,60.00,1.0,0.0
549,-1.9346,52.64,52.64,10.90,10.90,22.6000,40.00,1.0,0.0
550,-2.0191,27.94,27.94,14.00,14.00,45.2000,80.00,1.0,0.0
551,-4.7500,25.81,25.81,14.00,14.00,22.6000,40.00,1.0,0.0
552,-3.3509,28.04,28.04,16.50,16.50,22.6000,40.00,1.0,0.0
553,-4.3454,42.06,42.06,15.00,15.00,22.6000,40.00,1.0,0.0
554,-2.6028,27.60,27.60,6.10,6.10,38.5000,70.00,1.0,0.0
555,-1.9710,24.74,24.74,14.00,14.00,38.5000,70.00,1.0,0.0
556,-2.0926,26.18,20.19,10.00,14.00,45.2000,80.00,1.0,0.0
557,-2.2582,53.88,49.90,5.00,5.00,45.2000,80.00,1.0,0.0
558,-0.8236,14.91,14.91,6.00,6.00,22.6000,40.00,1.0,0.0
559,-1.5226,24.84,22.47,11.00,13.90,22.6000,40.00,1.0,0.0
560,-2.1327,28.84,22.90,10.00,14.00,33.9000,60.00,1.0,0.0
561,-3.2732,53.84,53.84,8.00,8.00,22.6000,40.00,1.0,0.0
562,-168.8049,96.43,96.43,2.00,2.00,22.6000,40.00,1.0,0.0
563,-7.3750,24.79,24.79,4.00,4.00,33.9000,60.00,1.0,0.0
564,-3.0598,28.99,27.89,25.50,24.70,22.6000,40.00,1.0,0.0
565,-3.9074,49.91,49.88,10.00,14.00,33.9000,60.00,1.0,0.0
566,-1.9991,26.61,26.61,14.00,14.00,45.2000,80.00,1.0,0.0
567,-4.6000,50.00,50.00,53.00,53.00,33.9000,60.00,1.0,0.0
568,-1.8362,25.75,25.75,5.00,5.00,22.6000,40.00,1.0,0.0
569,-2.6721,44.60,48.14,17.30,21.00,22.6000,40.00,1.0,0.0
570,-1.9808,25.39,25.39,14.00,14.00,27.2000,50.00,1.0,0.0
571,-0.9686,17.90,17.90,8.00,8.00,27.2000,50.00,1.0,0.0
572,-1.1137,19.25,19.25,4.50,4.50,22.6000,40.00,1.0,0.0
573,-1.3444,42.96,42.96,2.00,2.00,22.6000,40.00,1.0,0.0
574,-1.8530,20.80,20.80,7.40,7.40,22.6000,40.00,1.0,0.0
575,-4.7500,13.98,13.98,8.00,8.00,38.5000,70.00,1.0,0.0
576,-2.0061,27.07,27.07,10.00,14.00,22.6000,40.00,1.0,0.0
577,-1.3991,46.60,46.60,2.00,2.00,22.6000,40.00,1.0,0.0
578,-131.0233,88.59,88.59,5.00,5.00,22.6000,40.00,1.0,0.0
579,-2.1893,20.29,50.00,19.70,50.00,33.9000,60.00,1.0,0.0
580,-1.0893,25.96,25.96,8.00,8.00,22.6000,40.00,1.0,0.0
581,-2.3645,44.30,44.30,10.00,14.00,45.2000,80.00,1.0,0.0
582,-124.2265,22.16,22.16,4.50,4.50,45.2000,80.00,1.0,0.0
583,-4.6000,50.00,50.00,53.00,53.00,45.2000,80.00,1.0,0.0
584,-1.5820,29.80,16.97,10.70,8.90,33.9000,60.00,1.0,0.0
585,-1.2909,39.39,39.39,8.00,8.00,33.9000,60.00,1.0,0.0
586,-1.0924,26.16,26.16,8.00,8.00,45.2000,80.00,1.0,0.0
587,-3.8500,50.00,50.00,50.00,50.00,22.6000,40.00,1.0,0.0
588,-3.5460,26.40,17.39,27.00,22.00,27.2000,50.00,1.0,0.0
589,-1.6264,42.76,44.37,7.70,6.70,33.9000,60.00,1.0,0.0
590,-1.9171,22.56,22.56,14.00,14.00,22.6000,40.00,1.0,0.0
591,-1.8504,22.59,22.59,14.00,14.00,22.6000,40.00,1.0,0.0
592,-1.8931,29.54,29.64,5.00,5.00,27.2000,50.00,1.0,0.0
593,-3.8185,47.90,47.90,7.50,7.50,27.2000,50.00,1.0,0.0
594,-101.5632,24.02,94.58,16.90,17.20,22.6000,40.00,1.0,0.0
595,-0.8746,11.64,11.64,8.00,8.00,27.2000,50.00,1.0,0.0
596,-2.8897,15.48,15.48,8.00,8.00,45.2000,80.00,1.0,0.0
597,-2.2355,54.82,52.54,5.00,5.00,33.9000,60.00,1.0,0.0
598,-0.7931,12.87,12.87,6.00,6.00,22.6000,40.00,1.0,0.0
599,-1.2244,19.53,19.53,3.50,3.50,45.2000,80.00,1.0,0.0
600,-1.0137,20.91,20.91,8.00,8.00,22.6000,40.00,1.0,0.0
601,-1.2575,37.17,37.17,8.00,8.00,45.2000,80.00,1.0,0.0
602,-266.4236,22.80,22.80,2.50,2.50,33.9000,60.00,1.0,0.0
603,-4.6000,50.00,50.00,53.00,53.00,45.2000,80.00,1.0,0.0
604,-2.3358,27.97,27.97,8.70,8.70,45.2000,80.00,1.0,0.0
605,-3.3210,43.41,43.41,8.00,8.00,33.9000,60.00,1.0,0.0
606,-0.8734,11.56,11.56,8.00,8.00,27.2000,50.00,1.0,0.0
607,-3.8500,50.00,50.00,50.00,50.00,22.6000,40.00,1.0,0.0
608,-1.1061,23.74,29.94,3.00,3.00,27.2000,50.00,1.0,0.0
609,-1.9946,50.30,49.44,12.80,9.50,45.2000,80.00,1.0,0.0
610,-1.9711,24.74,24.74,14.00,14.00,45.2000,80.00,1.0,0.0
611,-2.0089,27.26,25.57,14.00,14.00,22.6000,40.00,1.0,0.0
612,-0.9109,14.06,25.26,2.00,2.00,22.6000,40.00,1.0,0.0
613,-2.1857,44.72,39.45,5.00,5.00,27.2000,50.00,1.0,0.0
614,-1.2487,13.22,13.22,8.80,8.80,22.6000,40.00,1.0,0.0
615,-6.1500,26.69,24.64,14.00,14.00,27.2000,50.00,1.0,0.0
616,-2.0595,28.81,28.81,8.00,8.00,22.6000,40.00,1.0,0.0
617,-1.8378,49.53,49.53,3.00,3.00,33.9000,60.00,1.0,0.0
618,-2.0797,28.65,28.65,15.00,15.00,33.9000,60.00,1.0,0.0
619,-2.3250,25.67,29.29,20.80,9.90,22.6000,40.00,1.0,0.0
620,-0.9844,18.96,18.96,8.00,8.00,33.9000,60.00,1.0,0.0
621,-2.4706,51.37,51.37,10.00,14.00,45.2000,80.00,1.0,0.0
622,-68.5728,87.70,87.70,16.50,16.50,33.9000,60.00,1.0,0.0
623,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
624,-2.0647,27.98,23.86,14.90,24.90,33.9000,60.00,1.0,0.0
625,-2.5069,54.12,54.12,8.00,8.00,45.2000,80.00,1.0,0.0
626,-1.0708,24.72,24.72,8.00,8.00,22.6000,40.00,1.0,0.0
627,-3.8500,50.00,50.00,50.00,50.00,33.9000,60.00,1.0,0.0
628,-1.7676,24.51,24.51,10.00,10.00,45.2000,80.00,1.0,0.0
629,-1.7214,44.82,44.82,9.50,9.50,22.6000,40.00,1.0,0.0
630,-1.0116,20.77,20.77,8.00,8.00,33.9000,60.00,1.0,0.0
631,-2.0269,28.46,28.46,14.00,14.00,27.2000,50.00,1.0,0.0
632,-1.0179,24.05,24.05,2.00,2.00,38.5000,70.00,1.0,0.0
633,-3.7460,54.95,54.95,20.50,20.50,22.6000,40.00,1.0,0.0
634,-1.5790,15.66,15.66,5.80,5.80,22.6000,40.00,1.0,0.0
635,-0.8688,11.26,11.26,8.00,8.00,27.2000,50.00,1.0,0.0
636,-0.9851,19.01,19.01,8.00,8.00,45.2000,80.00,1.0,0.0
637,-2.0528,40.19,51.28,5.00,5.00,22.6000,40.00,1.0,0.0
638,-1.3680,18.01,18.01,3.00,3.00,45.2000,80.00,1.0,0.0
639,-0.8400,27.67,27.67,2.50,2.50,22.6000,40.00,1.0,0.0
640,-3.5240,25.73,28.27,10.00,14.00,22.6000,40.00,1.0,0.0
641,-2.5150,54.34,45.50,10.00,14.00,22.6000,40.00,1.0,0.0
642,-3.1096,25.64,25.64,24.50,24.50,45.2000,80.00,1.0,0.0
643,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
644,-1.2754,18.36,18.36,8.00,8.00,22.6000,40.00,1.0,0.0
645,-3.2679,35.99,35.99,8.00,8.00,45.2000,80.00,1.0,0.0
646,-1.9733,24.89,24.89,14.00,14.00,45.2000,80.00,1.0,0.0
647,-3.8500,50.00,50.00,50.00,50.00,22.6000,40.00,1.0,0.0
648,-0.7521,10.14,10.14,6.00,6.00,22.6000,40.00,1.0,0.0
649,-1.9025,50.50,50.50,10.90,10.90,22.6000,40.00,1.0,0.0
650,-236.1773,22.12,22.12,14.00,14.00,22.6000,40.00,1.0,0.0
651,-0.8941,12.94,12.94,8.00,8.00,27.2000,50.00,1.0,0.0
652,-0.9967,19.78,19.78,2.00,2.00,38.5000,70.00,1.0,0.0
653,-2.8653,41.72,41.72,6.50,6.50,33.9000,60.00,1.0,0.0
654,-1.1198,22.65,22.65,9.60,9.60,38.5000,70.00,1.0,0.0
655,-1.9052,20.34,28.99,14.00,14.00,27.2000,50.00,1.0,0.0
656,-2.0993,18.80,18.80,8.00,8.00,45.2000,80.00,1.0,0.0
657,-2.7874,52.49,53.53,16.00,17.00,45.2000,80.00,1.0,0.0
658,-0.8189,16.66,21.26,9.50,4.00,45.2000,80.00,1.0,0.0
659,-1.7949,23.31,23.31,16.10,16.10,33.9000,60.00,1.0,0.0
660,-2.1237,28.24,28.24,10.00,14.00,33.9000,60.00,1.0,0.0
661,-3.7865,50.09,50.09,10.00,14.00,33.9000,60.00,1.0,0.0
662,-133.6337,93.93,93.93,2.00,2.00,22.6000,40.00,1.0,0.0
663,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
664,-2.5234,25.72,25.72,13.60,13.60,45.2000,80.00,1.0,0.0
665,-3.3049,47.99,47.99,8.00,8.00,45.2000,80.00,1.0,0.0
666,-2.9356,21.32,21.32,8.00,8.00,38.5000,70.00,1.0,0.0
667,-0.7000,15.00,15.00,3.50,3.50,45.2000,80.00,1.0,0.0
668,-2.5065,23.24,23.24,5.00,5.00,33.9000,60.00,1.0,0.0
669,-3.1999,50.58,46.30,15.70,18.30,38.5000,70.00,1.0,0.0
670,-108.4454,21.87,21.87,14.00,14.00,22.6000,40.00,1.0,0.0
671,-4.7500,24.54,24.54,8.00,8.00,38.5000,70.00,1.0,0.0
