episode,reward,loss,dqn_bottleneck,spf_bottleneck,latency_ms,jitter_ms,loss_pct,epsilon
1277,-346.608,329.8027,100.0,100.0,411.36,928.36,30.05,0.495
1278,-5.26,67.4642,44.39,44.39,46.78,9.208,0.022,0.495
1279,3.7425,52.0428,37.82,37.82,4.42,0.807,0.019,0.494
1280,8.4522,24.8883,38.32,89.84,3.96,1.124,0.019,0.494
1281,-22.7151,32.2288,70.53,70.53,67.95,51.962,0.054,0.494
1282,3.3471,42.049,39.47,39.47,9.94,2.552,0.02,0.494
1283,-400.1064,48.2003,89.54,89.54,523.81,1178.924,11.735,0.494
1284,-1.6735,15.7129,36.02,33.09,25.94,3.766,0.018,0.493
1285,3.7813,27.8129,27.67,27.67,3.32,0.858,0.014,0.493
1286,2.9539,26.5098,48.39,48.39,16.15,3.999,0.024,0.493
1287,8.4083,24.3909,39.51,92.78,9.43,2.495,0.02,0.493
1288,-881.2167,37.2475,100.0,25.83,3185.35,7169.491,30.05,0.493
1289,9.2886,30.9497,35.22,95.96,27.38,3.76,0.018,0.493
1290,-458.654,57.2427,100.0,100.0,524.88,1181.68,30.05,0.492
1291,-203.1513,28.9149,82.86,90.63,347.22,627.484,4.707,0.492
1292,7.0961,40.5362,47.52,94.32,12.88,3.894,0.024,0.492
1293,4.9049,10.9443,43.21,81.28,66.82,12.686,0.022,0.492
1294,7.5253,29.716,34.8,82.75,43.79,5.409,0.017,0.492
1295,8.824,38.1291,41.55,97.47,4.4,1.285,0.021,0.491
1296,-5.2144,43.2286,58.86,22.49,34.98,14.656,0.029,0.491
1297,3.3796,125.7978,38.08,38.08,9.51,2.402,0.019,0.491
1298,7.6826,46.2314,37.45,89.99,48.09,7.303,0.019,0.491
1299,-3.1173,35.9366,39.45,29.72,31.55,5.399,0.02,0.491
1300,-458.654,25.341,100.0,100.0,524.88,1181.68,30.05,0.49
1301,-95.274,28.1525,82.65,91.84,338.97,601.787,4.535,0.49
1302,-879.1566,6.2832,100.0,100.0,1147.54,2583.355,30.05,0.49
1303,3.2736,77.7223,47.13,47.13,11.74,2.569,0.024,0.49
1304,-942.1461,164.355,100.0,27.41,3418.08,7692.423,30.05,0.49
1305,7.3733,25.1116,45.23,90.54,4.56,1.467,0.023,0.489
1306,-1704.417,46.8568,95.17,93.64,2453.14,5520.956,20.442,0.489
1307,8.4081,308.1161,39.68,94.7,14.91,3.851,0.02,0.489
1308,-1164.2267,300.2422,100.0,100.0,1622.96,3653.756,30.05,0.489
1309,-1432.9625,6.616,100.0,100.0,1968.3,4429.375,30.05,0.489
1310,8.1365,68.6497,40.25,89.9,4.15,1.207,0.02,0.488
1311,8.0085,50.8378,42.12,95.43,22.34,4.482,0.021,0.488
1312,3.2607,22.4898,40.22,40.22,11.49,2.798,0.02,0.488
1313,-5.6046,48.9346,41.52,25.21,68.91,11.591,0.021,0.488
1314,-3.3238,42.7356,44.5,27.14,47.14,9.667,0.022,0.488
1315,7.9795,43.0093,43.89,93.72,4.6,1.411,0.022,0.488
1316,-60.2881,43.8498,83.14,26.39,243.49,451.134,4.933,0.487
1317,3.677,36.295,33.26,33.26,5.33,1.098,0.017,0.487
1318,7.2044,16.753,38.41,91.66,71.0,10.804,0.019,0.487
1319,7.311,47.4067,44.17,94.98,32.95,6.58,0.022,0.487
1320,7.6897,28.8377,39.36,84.98,4.39,1.205,0.02,0.487
1321,-2.2206,7.5688,54.85,54.85,26.01,9.2,0.027,0.486
1322,8.6759,58.3869,40.28,96.24,10.3,2.658,0.02,0.486
1323,-3.8133,60.6988,35.34,25.52,28.51,3.878,0.018,0.486
1324,4.5087,28.0091,47.48,81.33,46.79,10.788,0.024,0.486
1325,7.8564,62.5298,42.54,90.81,4.58,1.35,0.021,0.486
1326,3.2548,26.0176,39.28,39.28,13.13,2.201,0.02,0.485
1327,-394.1036,229.365,100.0,100.0,428.94,966.512,30.05,0.485
1328,3.6345,63.1085,30.02,30.02,7.22,0.768,0.015,0.485
1329,7.41,10.9458,44.0,95.32,31.99,6.376,0.022,0.485
1330,-458.654,23.5975,100.0,100.0,524.88,1181.68,30.05,0.485
1331,-39.1229,28.2319,75.23,75.23,94.09,97.076,0.692,0.484
1332,3.2838,322.8467,40.57,40.57,10.98,2.768,0.02,0.484
1333,5.5184,46.2485,44.73,93.24,82.19,16.535,0.022,0.484
1334,7.0159,324.3708,46.38,95.88,30.41,6.89,0.023,0.484
1335,8.3731,9.5618,39.97,91.48,4.19,1.202,0.02,0.484
1336,-35.6434,88.3514,74.51,74.51,89.17,87.757,0.514,0.483
1337,-463.4465,30.775,100.0,100.0,531.67,1197.655,30.05,0.483
1338,2.8983,45.5255,40.58,40.58,20.33,2.886,0.02,0.483
1339,9.2515,14.8668,35.23,97.07,32.45,4.898,0.018,0.483
1340,8.7818,32.1387,38.59,92.97,4.07,1.145,0.019,0.483
1341,1.9678,17.905,58.8,58.8,25.23,10.228,0.029,0.483
1342,8.0194,18.5387,41.39,93.85,13.88,3.925,0.021,0.482
1343,6.4398,44.5624,38.91,86.2,70.38,10.998,0.019,0.482
1344,3.2925,19.7113,42.1,42.1,12.51,2.072,0.021,0.482
1345,3.7045,23.7241,41.27,41.27,4.25,1.255,0.021,0.482
1346,-4.8434,45.3991,57.19,24.74,32.04,12.416,0.029,0.482
1347,8.9358,26.0973,39.21,96.89,10.42,2.586,0.02,0.481
1348,6.6472,23.6319,38.56,86.01,64.63,9.839,0.019,0.481
1349,9.0918,9.1617,32.93,88.47,11.5,1.536,0.016,0.481
1350,0.7512,26.5569,29.08,27.74,3.23,0.873,0.015,0.481
1351,-2.0076,63.5268,64.04,93.3,87.02,46.06,0.032,0.481
1352,3.7201,24.1555,26.19,26.19,4.75,0.899,0.013,0.48
1353,-3116.4636,22.3712,100.0,100.0,4462.06,10041.045,30.05,0.48
1354,-652.6253,39.1084,100.0,21.38,2365.4,5323.552,30.05,0.48
1355,-458.654,34.8067,100.0,100.0,524.88,1181.68,30.05,0.48
1356,-107.7784,31.7313,81.95,81.95,171.68,287.814,4.011,0.48
1357,-451.5303,16.5356,98.39,98.39,529.87,1193.603,26.632,0.479
1358,-7.4035,10.5668,38.59,23.11,51.28,8.396,0.019,0.479
1359,-3.0285,22.4492,41.39,29.15,45.18,7.694,0.021,0.479
1360,8.6836,289.9199,37.92,91.28,4.43,1.161,0.019,0.479
1361,-12.7236,15.8902,74.35,96.88,107.07,104.896,0.479,0.479
1362,-0.0303,27.6343,49.11,22.83,12.48,4.062,0.025,0.478
1363,3.7299,17.132,33.6,33.6,4.93,0.727,0.017,0.478
1364,-3.5737,55.1096,37.81,29.75,39.75,5.862,0.019,0.478
1365,3.6363,23.739,44.3,44.3,5.26,1.534,0.022,0.478
1366,-1.7695,30.587,66.84,97.64,72.39,44.943,0.033,0.478
1367,3.2619,12.806,42.89,42.89,10.97,2.991,0.021,0.478
1368,7.7084,5.0554,38.76,93.69,56.45,8.683,0.019,0.477
1369,-1.2439,22.2412,33.79,24.16,19.72,2.58,0.017,0.477
1370,7.1233,135.2401,45.31,88.72,5.33,1.601,0.023,0.477
1371,2.518,15.2666,52.58,52.58,21.32,6.293,0.026,0.477
1372,3.3261,35.8505,40.26,40.26,10.23,2.648,0.02,0.477
1373,-4.7823,20.5896,46.44,29.65,52.44,11.601,0.023,0.476
1374,-2495.9495,8.2474,100.0,100.0,3542.94,7972.665,30.05,0.476
1375,10.1633,16.4033,31.45,94.65,3.6,0.933,0.016,0.476
1376,-12.7924,326.6388,65.87,27.4,108.7,63.571,0.033,0.476
1377,3.1973,12.1302,47.2,47.2,11.23,3.533,0.024,0.476
1378,-1053.2882,48.7901,100.0,100.0,1405.82,3163.794,30.05,0.475
1379,-3.9484,42.4323,36.54,11.82,30.41,4.278,0.018,0.475
1380,0.5807,6.457,45.89,28.77,5.17,1.606,0.023,0.475
1381,-2143.2579,7.0722,100.0,100.0,3073.37,6917.193,30.05,0.475
1382,3.2717,40.0983,43.19,43.19,10.74,2.987,0.022,0.475
1383,-881.8848,7.0809,96.66,20.62,3191.29,7183.203,23.194,0.474
1384,6.9319,25.7498,43.3,93.52,45.49,8.87,0.022,0.474
1385,0.6394,12.6006,41.71,24.34,4.58,1.315,0.021,0.474
1386,4.8078,409.7612,51.71,86.2,27.14,8.162,0.026,0.474
1387,3.1488,29.8696,45.22,45.22,12.52,3.504,0.023,0.474
1388,-6.043,26.487,43.83,28.78,43.86,8.501,0.022,0.474
1389,6.3629,34.6748,44.71,93.59,55.98,11.208,0.022,0.473
1390,8.6422,31.2944,37.57,90.41,4.17,1.124,0.019,0.473
1391,-90.4806,13.1982,86.63,26.98,332.27,748.669,8.239,0.473
1392,8.2744,42.2167,43.41,97.57,10.92,3.036,0.022,0.473
1393,5.0183,59.7612,48.68,93.93,66.11,16.186,0.024,0.473
1394,3.1669,44.0496,31.55,31.55,16.39,1.773,0.016,0.472
1395,8.0959,30.2547,45.74,97.44,5.35,1.629,0.023,0.472
1396,-13.9736,48.2747,68.14,20.75,93.44,63.015,0.034,0.472
1397,3.5414,41.9192,45.49,45.49,6.81,1.863,0.023,0.472
1398,-6.1454,83.6344,46.97,25.31,56.75,13.077,0.023,0.472
1399,7.2074,20.3966,45.23,97.32,39.33,8.009,0.023,0.471
1400,8.7428,13.0199,31.88,83.41,3.61,0.943,0.016,0.471
1401,-344.8371,42.5889,100.0,51.37,1246.04,2805.349,30.05,0.471
1402,7.253,17.7863,46.14,93.35,12.06,3.545,0.023,0.471
1403,-3.7042,283.6883,36.37,26.56,42.02,6.031,0.018,0.471
1404,6.8841,14.0782,38.34,78.39,15.83,2.398,0.019,0.47
1405,10.6396,36.2731,30.16,96.85,3.36,0.897,0.015,0.47
1406,-12.9517,13.8805,68.07,68.07,44.69,30.588,0.034,0.47
1407,3.2886,28.0006,44.2,44.2,10.25,3.015,0.022,0.47
1408,-1.5965,9.937,40.24,32.79,23.98,3.975,0.02,0.47
1409,5.6679,21.9301,48.74,92.26,41.72,10.453,0.024,0.469
1410,3.7181,22.2805,39.16,39.16,4.13,1.168,0.02,0.469
1411,-1521.431,9.5529,100.0,100.0,2099.52,4724.27,30.05,0.469
1412,0.2699,43.6925,38.96,23.2,9.64,2.479,0.019,0.469
1413,10.0696,32.0499,30.3,97.47,43.65,5.037,0.015,0.469
1414,8.0164,20.7849,42.09,94.84,21.36,3.99,0.021,0.469
1415,9.2448,11.6613,33.98,90.46,3.72,0.993,0.017,0.468
1416,-169.4001,5.0858,84.75,84.75,237.27,503.232,6.342,0.468
1417,7.9497,59.939,36.29,84.27,8.55,2.195,0.018,0.468
1418,4.3678,26.8515,42.7,78.12,77.71,14.281,0.021,0.468
1419,-3.2343,23.8712,34.1,23.43,18.89,2.9,0.017,0.468
1420,-422.604,27.7397,100.0,89.94,524.88,1181.68,30.05,0.467
1421,-39.1035,43.4296,76.02,76.02,100.0,108.77,0.925,0.467
1422,-2.2064,30.4775,42.41,23.98,15.55,4.287,0.021,0.467
1423,-10.741,36.4705,40.45,23.09,71.53,11.646,0.02,0.467
1424,3.7469,26.8182,20.87,20.87,5.13,0.477,0.01,0.467
1425,11.2494,4.0875,27.21,97.93,3.35,0.853,0.014,0.466
1426,-358.1223,18.8502,100.0,54.37,1294.35,2914.046,30.05,0.466
1427,8.0301,106.0204,41.61,94.31,14.2,3.994,0.021,0.466
1428,7.5413,13.5174,40.99,95.9,52.54,9.183,0.02,0.466
1429,-0.9507,15.82,42.69,26.46,13.69,2.66,0.021,0.466
1430,9.598,18.5988,31.51,90.04,3.66,0.939,0.016,0.465
1431,-368.3958,91.8653,91.46,25.2,1335.48,3006.22,14.404,0.465
1432,-426.5374,29.0844,100.0,91.03,530.4,1194.791,30.05,0.465
1433,-2031.5202,33.6629,100.0,100.0,2908.15,6544.734,30.05,0.465
1434,6.5522,19.3047,39.88,81.36,33.01,5.33,0.02,0.465
1435,-458.654,29.2604,100.0,100.0,524.88,1181.68,30.05,0.464
1436,-5.3122,27.0888,62.41,28.33,64.24,31.003,0.031,0.464
1437,-990.305,74.0429,100.0,100.0,1312.2,2953.85,30.05,0.464
1438,0.4992,36.472,44.9,44.9,58.9,11.447,0.022,0.464
1439,-4.859,10.3866,46.15,19.13,40.1,8.539,0.023,0.464
1440,9.9396,22.5042,31.26,92.52,3.41,0.918,0.016,0.464
1441,0.0732,329.2654,64.42,97.38,64.8,35.052,0.032,0.463
1442,3.5425,40.3303,42.8,42.8,7.12,1.726,0.021,0.463
1443,8.1094,18.5127,38.43,94.11,42.65,6.705,0.019,0.463
1444,8.2046,24.1806,39.63,94.67,32.72,5.232,0.02,0.463
1445,7.9612,56.6296,43.54,93.06,4.52,1.383,0.022,0.463
1446,-635.5669,36.9934,100.0,100.0,839.91,1891.556,30.05,0.462
1447,3.2316,42.8348,45.32,45.32,11.04,3.267,0.023,0.462
1448,-8.296,37.4165,40.57,23.94,64.85,10.534,0.02,0.462
1449,7.1087,307.8784,42.9,92.54,36.1,7.336,0.021,0.462
1450,3.7069,34.5745,38.94,38.94,4.36,1.187,0.019,0.462
1451,-348.3471,22.77,89.04,89.04,450.19,1013.275,11.088,0.461
1452,3.6681,21.7997,33.32,33.32,5.51,1.113,0.017,0.461
1453,8.9924,4.524,34.1,94.91,45.97,6.1,0.017,0.461
1454,2.9881,26.9302,36.48,36.48,18.35,2.78,0.018,0.461
1455,-458.654,374.7892,100.0,100.0,524.88,1181.68,30.05,0.461
1456,2.2733,80.2897,63.03,97.35,42.26,21.839,0.032,0.46
1457,6.9145,24.8956,46.51,92.93,16.34,5.074,0.023,0.46
1458,1.0548,13.7748,41.85,41.85,51.72,8.762,0.021,0.46
1459,7.3883,30.078,39.22,87.58,32.37,5.437,0.02,0.46
1460,11.8223,10.3227,23.13,97.17,3.08,0.796,0.012,0.46
1461,3.6823,28.6153,52.55,83.45,43.93,12.556,0.026,0.459
1462,9.0672,21.1211,38.79,97.3,9.84,2.488,0.019,0.459
1463,-708.1984,41.75,93.47,95.96,985.79,2220.467,17.534,0.459
1464,7.5867,312.5797,42.28,92.95,26.86,5.143,0.021,0.459
1465,0.7221,27.0707,31.53,19.32,3.68,0.94,0.016,0.459
1466,-610.1025,28.9863,100.0,100.0,802.34,1806.675,30.05,0.459
1467,8.6125,52.0041,40.69,94.77,6.07,1.462,0.02,0.458
1468,7.9325,28.1386,38.43,97.59,69.72,10.675,0.019,0.458
1469,6.6196,21.8171,42.39,88.02,41.12,7.521,0.021,0.458
1470,8.8823,29.4038,38.33,93.46,4.1,1.139,0.019,0.458
1471,1.88,287.0487,59.46,59.46,25.87,10.852,0.03,0.458
1472,7.931,16.5469,38.06,88.09,13.13,3.482,0.019,0.457
1473,-3.0818,35.7909,38.17,25.76,32.04,4.797,0.019,0.457
1474,8.3964,8.1938,36.55,91.34,30.0,4.592,0.018,0.457
1475,8.9779,46.7278,40.75,97.67,4.61,1.282,0.02,0.457
1476,-1235.7712,8.9035,100.0,85.19,1728.95,3892.237,30.05,0.457
1477,8.3716,13.0469,43.13,96.34,6.81,1.703,0.022,0.456
1478,3.4937,9.5291,31.06,31.06,10.18,0.991,0.016,0.456
1479,7.192,26.9296,42.42,91.25,32.05,6.258,0.021,0.456
1480,7.7135,13.4217,38.29,83.68,4.25,1.154,0.019,0.456
1481,-1.5114,32.9524,41.75,41.75,21.61,4.309,0.021,0.456
1482,7.1151,3.9271,41.05,85.8,13.88,3.886,0.021,0.455
1483,-13.1607,9.4086,46.1,25.91,86.29,18.46,0.023,0.455
1484,7.723,25.1246,42.62,97.99,43.18,7.901,0.021,0.455
1485,3.6944,46.7185,43.6,43.6,4.27,1.348,0.022,0.455
1486,-8.57,19.3912,60.98,60.98,23.8,10.907,0.03,0.455
1487,3.318,59.4565,39.75,39.75,10.46,2.635,0.02,0.454
1488,6.7408,52.923,36.76,84.14,67.59,9.649,0.018,0.454
1489,8.6859,35.9987,38.44,97.93,35.21,5.904,0.019,0.454
1490,10.0774,12.6669,32.67,95.61,3.6,0.957,0.016,0.454
1491,0.9142,14.0705,56.98,85.87,78.9,28.201,0.028,0.454
1492,3.4544,6.089,35.92,35.92,8.27,2.149,0.018,0.454
1493,7.7942,25.598,41.29,97.11,46.25,8.143,0.021,0.453
1494,-789.1634,26.685,99.08,99.08,1073.69,2417.209,28.073,0.453
1495,7.4242,29.9546,39.71,83.25,4.32,1.209,0.02,0.453
1496,3.0307,35.8008,44.76,44.76,15.97,3.306,0.022,0.453
1497,9.6112,51.725,32.48,92.78,8.67,2.01,0.016,0.453
1498,9.3756,12.9194,32.84,97.86,61.54,7.249,0.016,0.452
1499,3.0158,62.0282,42.62,42.62,16.85,3.101,0.021,0.452
1500,9.9131,32.6857,31.34,92.42,3.6,0.932,0.016,0.452
1501,-641.582,13.2693,100.0,100.0,848.83,1911.607,30.05,0.452
1502,-990.305,21.2221,100.0,100.0,1312.2,2953.85,30.05,0.452
1503,7.1033,41.1132,39.57,94.92,83.17,12.845,0.02,0.451
1504,2.8127,17.1188,31.97,31.97,23.15,2.615,0.016,0.451
1505,9.4202,56.7701,37.57,96.9,4.1,1.117,0.019,0.451
1506,-9.1926,10.8159,68.94,97.43,131.6,92.016,0.034,0.451
1507,-463.8893,155.639,100.0,100.0,532.32,1199.131,30.05,0.451
1508,2.3413,18.7194,27.78,27.78,33.89,3.03,0.014,0.45
1509,5.9893,20.1259,42.73,83.1,39.6,7.429,0.021,0.45
1510,3.675,23.4344,44.75,44.75,4.53,1.439,0.022,0.45
1511,-1.4897,35.669,40.4,31.23,21.66,4.069,0.02,0.45
1512,3.2205,15.1762,43.25,43.25,11.66,3.13,0.022,0.45
1513,-2032.7531,25.1973,100.0,100.0,2909.97,6548.844,30.05,0.45
1514,-2.7003,17.0701,39.13,25.2,41.18,6.413,0.02,0.449
1515,7.4691,58.9553,39.69,83.52,3.85,1.152,0.02,0.449
1516,3.1313,44.4135,42.42,42.42,14.77,2.778,0.021,0.449
1517,3.3497,28.2392,41.49,41.49,9.58,2.669,0.021,0.449
1518,8.2651,27.2743,34.33,86.29,29.77,3.805,0.017,0.449
1519,-1.7341,30.6301,45.41,29.72,38.2,8.242,0.023,0.448
1520,0.6156,337.8612,43.12,29.54,4.86,1.415,0.022,0.448
1521,-24.876,11.7458,77.5,95.85,142.08,171.787,1.473,0.448
1522,7.0791,10.8208,44.24,88.76,10.56,3.069,0.022,0.448
1523,-2519.516,31.1643,100.0,98.05,3630.64,8171.387,30.05,0.448
1524,1.9107,17.3776,42.12,42.12,36.24,6.399,0.021,0.447
1525,8.1895,14.9221,37.22,86.11,3.8,1.077,0.019,0.447
1526,2.6928,28.1691,51.79,51.79,19.02,5.462,0.026,0.447
1527,7.6398,25.0623,44.71,96.07,15.88,4.683,0.022,0.447
1528,6.8165,61.0712,41.97,94.3,65.04,11.683,0.021,0.447
1529,-1899.5418,112.6013,100.0,100.0,2659.22,5984.639,30.05,0.446
1530,-458.654,17.9905,100.0,100.0,524.88,1181.68,30.05,0.446
1531,2.2472,9.2389,57.76,78.2,30.8,12.346,0.029,0.446
1532,-421.7654,26.9296,98.78,88.5,531.35,1196.941,27.438,0.446
1533,6.2699,6.0055,44.76,91.03,48.84,9.722,0.022,0.446
1534,7.8774,125.3101,39.73,93.19,37.14,6.127,0.02,0.445
1535,8.4965,27.019,38.39,90.35,4.28,1.161,0.019,0.445
1536,3.5569,145.2303,58.11,90.34,31.83,12.948,0.029,0.445
1537,7.448,30.3816,39.97,85.69,11.08,2.727,0.02,0.445
1538,6.7163,21.399,41.43,90.38,55.68,9.793,0.021,0.445
1539,-458.549,35.9891,100.0,100.0,524.88,1181.33,30.05,0.445
1540,0.6591,49.5955,41.09,18.77,4.31,1.256,0.021,0.444
1541,-1521.431,8.9026,100.0,100.0,2099.52,4724.27,30.05,0.444
1542,0.3265,34.6001,36.34,27.95,8.99,2.24,0.018,0.444
1543,6.6151,27.6099,43.51,92.97,54.42,10.309,0.022,0.444
1544,6.6683,54.3371,47.4,97.35,41.07,9.295,0.024,0.444
1545,6.8238,36.7209,41.86,81.25,4.55,1.316,0.021,0.443
1546,-4.0133,20.5105,50.39,21.73,25.65,7.307,0.025,0.443
1547,7.7287,10.5866,41.55,91.77,14.56,4.035,0.021,0.443
1548,1.6742,15.958,37.99,37.99,42.62,6.212,0.019,0.443
1549,6.2839,11.1899,47.07,94.95,45.38,10.295,0.024,0.443
1550,3.7884,11.6404,25.61,25.61,3.22,0.828,0.013,0.442
1551,4.0842,18.4294,53.28,82.51,25.42,8.351,0.027,0.442
1552,3.1976,40.5771,46.63,46.63,11.36,3.481,0.023,0.442
1553,2.8821,61.2377,40.92,40.92,20.53,2.968,0.02,0.442
1554,-3.0328,4.8673,36.6,25.88,31.22,4.719,0.018,0.442
1555,7.4662,33.4053,46.68,93.53,5.36,1.686,0.023,0.441
1556,-1485.381,26.9181,100.0,100.0,2099.52,4724.27,30.05,0.441
1557,-419.0974,27.1653,98.22,95.26,530.98,1196.103,26.274,0.441
1558,-3736.0835,393.9649,100.0,100.0,5380.02,12106.445,30.05,0.441
1559,7.9684,53.042,37.98,92.05,41.94,6.488,0.019,0.441
1560,6.677,23.08,47.14,87.7,5.8,1.797,0.024,0.44
1561,8.2216,341.47,40.5,94.6,22.11,4.142,0.02,0.44
1562,-427.1881,354.0108,100.0,95.69,531.36,1196.96,30.05,0.44
1563,5.8934,43.2204,40.14,84.06,72.68,11.605,0.02,0.44
1564,2.5665,17.4204,44.5,44.5,23.7,4.854,0.022,0.44
1565,-422.604,15.4189,100.0,94.99,524.88,1181.68,30.05,0.44
1566,-19.0734,48.3159,76.43,94.78,122.29,137.476,1.064,0.439
1567,-426.1065,39.0425,100.0,96.89,529.76,1193.355,30.05,0.439
1568,-878.0902,48.5742,100.0,17.15,3177.62,7152.092,30.05,0.439
1569,6.9449,15.1277,39.77,86.54,41.35,6.986,0.02,0.439
1570,0.6661,49.7197,41.84,29.34,4.15,1.262,0.021,0.439
1571,-7.9449,23.6704,57.69,15.32,79.68,29.609,0.029,0.438
1572,3.3231,66.7787,39.82,39.82,10.35,2.627,0.02,0.438
1573,3.7709,23.3527,28.18,28.18,4.32,0.565,0.014,0.438
1574,-1.7411,6.948,29.31,21.54,28.87,2.979,0.015,0.438
1575,0.659,44.7923,42.03,28.57,4.25,1.283,0.021,0.438
1576,-261.8449,30.558,87.55,87.55,351.2,790.557,9.273,0.437
1577,7.2136,11.8151,47.29,94.74,11.96,3.683,0.024,0.437
1578,2.6671,21.6639,40.78,40.78,24.0,3.731,0.02,0.437
1579,-2.6809,4.8971,33.2,29.44,26.22,3.697,0.017,0.437
1580,8.5751,38.3997,38.73,91.45,4.18,1.161,0.019,0.437
1581,-21.962,223.4422,71.53,71.53,72.47,58.945,0.093,0.436
1582,8.3425,18.8752,39.11,91.79,10.35,2.569,0.02,0.436
1583,8.98,20.1273,35.3,92.39,21.23,2.889,0.018,0.436
1584,-4.4066,16.4367,42.85,24.33,35.16,6.484,0.021,0.436
1585,9.0969,18.5036,39.16,96.43,4.46,1.205,0.02,0.436
1586,-90.6408,30.2123,84.73,93.24,260.44,551.943,6.321,0.435
1587,3.416,62.3672,35.83,35.83,9.06,2.216,0.018,0.435
1588,2.9049,14.0963,38.62,38.62,20.13,2.9,0.019,0.435
1589,9.1262,39.9697,35.81,96.52,32.34,4.659,0.018,0.435
1590,-458.654,16.8452,100.0,100.0,524.88,1181.68,30.05,0.435
1591,-3.7857,30.3041,48.48,14.02,23.33,6.191,0.024,0.435
1592,8.8486,23.965,40.69,96.71,5.93,1.445,0.02,0.434
1593,3.6949,1.0099,23.7,23.7,6.24,0.557,0.012,0.434
1594,5.0113,26.2239,49.28,89.65,48.34,12.165,0.025,0.434
1595,8.4785,19.5462,36.07,86.97,3.93,1.06,0.018,0.434
1596,0.6549,43.5564,62.59,78.45,35.19,17.983,0.031,0.434
1597,-346.428,224.0457,100.0,100.0,411.09,927.76,30.05,0.433
1598,-6.0454,50.5617,42.81,23.88,44.56,8.175,0.021,0.433
1599,3.3589,44.2744,35.45,35.45,12.43,1.439,0.018,0.433
1600,8.0313,31.3898,42.47,92.15,4.47,1.33,0.021,0.433
1601,-4.5885,55.3933,54.98,21.25,30.52,10.623,0.027,0.433
1602,7.9773,59.9923,44.22,97.94,14.92,4.452,0.022,0.432
1603,-1059.604,20.1233,100.0,100.0,1468.27,3305.013,30.05,0.432
1604,8.1344,33.4427,39.35,92.63,25.87,4.372,0.02,0.432
1605,3.6776,32.0077,40.77,40.77,4.8,1.306,0.02,0.432
1606,-102.4844,53.2874,87.47,28.2,375.93,846.881,9.183,0.432
1607,3.3351,35.1552,38.47,38.47,10.33,2.518,0.019,0.431
1608,4.5519,48.1251,46.81,79.11,41.48,9.441,0.023,0.431
1609,6.2948,6.4158,45.08,90.77,43.54,9.001,0.023,0.431
1610,9.7048,17.6918,35.94,97.01,3.96,1.06,0.018,0.431
1611,2.7276,16.4724,51.34,51.34,18.68,5.253,0.026,0.431
1612,-2.3208,39.2834,47.09,27.66,16.13,5.142,0.024,0.43
1613,-3182.6916,20.5263,100.0,100.0,4560.18,10261.805,30.05,0.43
1614,5.9551,17.1573,44.38,86.2,41.52,8.366,0.022,0.43
1615,3.7793,232.4379,29.6,29.6,3.3,0.885,0.015,0.43
1616,-1.6031,25.2189,43.74,32.7,22.41,4.828,0.022,0.43
1617,-782.6129,18.9534,100.0,88.08,1057.6,2381.71,30.05,0.43
1618,7.3868,22.4805,40.75,95.83,60.34,10.411,0.02,0.429
1619,8.353,329.6082,41.53,97.88,25.41,4.774,0.021,0.429
1620,7.7576,22.2895,43.7,91.6,4.55,1.394,0.022,0.429
1621,-11.3431,41.6375,67.31,39.77,81.59,52.637,0.034,0.429
1622,3.5299,7.6118,43.42,43.42,7.28,1.791,0.022,0.429
1623,2.1642,40.0651,37.07,37.07,34.74,4.464,0.019,0.428
1624,3.8075,16.4572,28.61,28.61,3.49,0.53,0.014,0.428
1625,-422.604,26.7611,100.0,87.29,524.88,1181.68,30.05,0.428
1626,-627.7346,11.4704,100.0,100.0,828.31,1865.449,30.05,0.428
1627,7.5466,16.1471,46.04,97.33,15.75,4.884,0.023,0.428
1628,1.3567,27.8378,44.39,44.39,44.74,8.536,0.022,0.427
1629,-3027.6005,13.422,100.0,100.0,4330.26,9744.835,30.05,0.427
1630,8.646,5.8242,36.49,88.93,3.91,1.069,0.018,0.427
1631,-36.8538,42.2778,79.81,54.56,180.69,258.195,2.613,0.427
1632,7.2733,19.9375,44.24,92.03,14.52,4.394,0.022,0.427
1633,2.4203,82.4903,33.87,33.87,30.85,3.458,0.017,0.426
1634,9.6217,24.5474,34.38,96.52,22.66,2.887,0.017,0.426
1635,7.9146,10.6206,43.27,92.31,4.55,1.376,0.022,0.426
1636,-19.158,18.7075,66.6,66.6,69.93,42.83,0.033,0.426
1637,-781.1545,10.9432,100.0,97.62,1055.44,2376.848,30.05,0.426
1638,3.8209,45.6272,17.93,17.93,3.45,0.411,0.009,0.426
1639,7.4528,21.4646,44.69,97.1,33.09,6.776,0.022,0.425
1640,3.733,17.8576,38.89,38.89,3.85,1.129,0.019,0.425
1641,-38.4522,38.4402,75.9,75.9,99.07,106.898,0.887,0.425
1642,7.5724,17.9514,40.03,88.09,13.77,3.756,0.02,0.425
1643,-5.2283,210.728,39.92,24.63,48.73,7.916,0.02,0.425
1644,8.1961,30.2657,37.27,92.74,41.91,6.276,0.019,0.424
1645,8.8528,21.9462,38.32,93.22,4.21,1.151,0.019,0.424
1646,-11.6657,20.0655,73.26,90.37,104.93,95.817,0.277,0.424
1647,-462.4862,21.4607,100.0,100.0,530.25,1194.454,30.05,0.424
1648,3.5212,29.2548,46.65,80.5,80.59,17.596,0.023,0.424
