episode,reward,loss,dqn_bottleneck,spf_bottleneck,latency_ms,jitter_ms,loss_pct,epsilon
3886,-83.9795,22.6393,86.02,29.85,308.63,695.478,7.6,0.01
3887,7.1367,16.8779,47.42,94.23,11.72,3.656,0.024,0.01
3888,-2.7602,15.6648,39.34,24.68,42.05,6.578,0.02,0.01
3889,1.6855,20.1256,47.68,47.68,37.1,8.306,0.024,0.01
3890,9.1386,30.8732,33.92,89.48,3.5,0.974,0.017,0.01
3891,-1.4147,6.2853,39.23,38.98,20.76,3.766,0.02,0.01
3892,3.3209,17.8142,41.7,41.7,10.09,2.754,0.021,0.01
3893,-5.141,11.9535,38.17,24.62,48.36,7.229,0.019,0.01
3894,7.0052,29.3789,37.84,82.43,34.7,5.348,0.019,0.01
3895,0.6518,29.731,40.21,27.8,4.48,1.245,0.02,0.01
3896,-86.1879,11.2461,85.44,29.38,301.87,680.946,7.012,0.01
3897,-428.0218,283.7426,100.0,93.23,532.6,1199.739,30.05,0.01
3898,7.3287,38.0381,38.43,91.66,66.22,9.948,0.019,0.01
3899,7.9676,28.3688,40.88,96.01,37.77,6.553,0.02,0.01
3900,-422.604,18.1212,100.0,93.35,524.88,1181.68,30.05,0.01
3901,-7.8986,6.1436,52.89,27.15,61.57,18.201,0.026,0.01
3902,8.542,19.5956,35.34,87.93,9.06,2.188,0.018,0.01
3903,-2.6288,10.2762,42.17,24.44,38.44,7.07,0.021,0.01
3904,-3.0754,10.4208,40.88,23.08,45.68,7.912,0.02,0.01
3905,0.684,34.6593,39.43,24.0,4.0,1.162,0.02,0.01
3906,-109.5329,11.3107,79.39,87.08,240.51,332.429,2.381,0.01
3907,-426.8438,9.7856,100.0,85.69,530.85,1195.813,30.05,0.01
3908,-6.052,12.2984,38.37,29.46,46.21,7.416,0.019,0.01
3909,2.3129,23.0329,41.25,41.25,29.83,4.938,0.021,0.01
3910,-422.604,66.5571,100.0,90.91,524.88,1181.68,30.05,0.01
3911,-724.5568,17.8465,92.32,87.8,1016.15,2287.747,15.707,0.01
3912,7.6319,33.2643,41.17,88.96,11.05,2.832,0.021,0.01
3913,5.5429,3.6288,44.6,91.25,74.96,14.912,0.022,0.01
3914,7.7608,21.3413,42.68,97.28,36.75,7.007,0.021,0.01
3915,-422.604,18.4955,100.0,86.77,524.88,1181.68,30.05,0.01
3916,-22.6336,41.9931,74.09,19.04,133.89,129.392,0.424,0.01
3917,-426.1313,29.1822,100.0,92.97,529.79,1193.438,30.05,0.01
3918,3.5465,17.019,46.8,80.24,77.02,17.065,0.023,0.01
3919,8.9233,28.2736,37.3,96.25,28.12,4.208,0.019,0.01
3920,8.5774,11.4262,38.56,91.27,4.36,1.175,0.019,0.01
3921,-7.2631,17.3644,50.77,20.15,55.58,14.842,0.025,0.01
3922,-427.4724,12.9312,100.0,93.81,531.78,1197.908,30.05,0.01
3923,-4.5891,21.5433,37.79,29.51,55.43,8.175,0.019,0.01
3924,3.7172,34.2021,25.28,25.28,5.65,0.567,0.013,0.01
3925,7.1642,25.4508,37.79,78.42,4.28,1.143,0.019,0.01
3926,-27.9492,11.1491,79.4,22.97,153.64,212.671,2.386,0.01
3927,-427.3011,1.7341,100.0,86.82,531.53,1197.337,30.05,0.01
3928,-5.008,52.0497,38.3,23.66,46.1,7.031,0.019,0.01
3929,6.5276,15.5083,45.91,93.19,40.46,8.497,0.023,0.01
3930,8.941,17.449,38.78,94.6,4.33,1.179,0.019,0.01
3931,-3.0055,15.6895,59.28,49.22,32.26,13.927,0.03,0.01
3932,3.438,30.8985,33.75,33.75,8.84,2.084,0.017,0.01
3933,3.5962,16.9641,33.07,33.07,7.79,0.923,0.017,0.01
3934,-4.1417,7.3725,39.86,14.35,31.78,5.529,0.02,0.01
3935,0.6307,40.5011,42.29,27.98,4.68,1.353,0.021,0.01
3936,-11.1051,19.2923,64.49,64.49,48.13,25.712,0.032,0.01
3937,7.8323,12.0564,45.97,97.7,11.03,3.342,0.023,0.01
3938,7.722,3.9859,37.31,92.49,64.03,9.196,0.019,0.01
3939,8.9301,40.4214,32.07,89.15,34.25,4.084,0.016,0.01
3940,8.6787,34.0069,42.65,97.81,4.53,1.346,0.021,0.01
3941,-17.8527,23.0794,74.47,95.72,139.18,137.783,0.505,0.01
3942,3.3402,10.2258,39.12,39.12,10.13,2.546,0.02,0.01
3943,-2.9698,23.0505,42.95,20.63,43.29,8.051,0.021,0.01
3944,7.7873,14.3706,42.59,97.83,39.5,7.367,0.021,0.01
3945,8.4172,31.876,38.64,90.01,4.13,1.153,0.019,0.01
3946,-34.5927,24.2469,76.94,96.72,206.63,240.106,1.248,0.01
3947,3.322,9.1651,39.2,39.2,10.47,2.591,0.02,0.01
3948,-5.1268,1.4379,31.42,21.38,34.56,3.989,0.016,0.01
3949,3.6966,35.6407,36.96,36.96,5.39,0.876,0.018,0.01
3950,0.6752,16.859,40.22,17.09,4.1,1.199,0.02,0.01
3951,-6.7335,49.1251,66.32,26.17,70.13,42.268,0.033,0.01
3952,8.5064,21.4181,42.63,96.64,6.2,1.584,0.021,0.01
3953,8.1271,13.2128,37.01,95.66,66.96,9.353,0.019,0.01
3954,-2.7003,11.7636,46.46,15.3,37.58,8.215,0.023,0.01
3955,7.5574,18.1213,44.11,90.54,4.74,1.442,0.022,0.01
3956,-6.7414,21.2536,67.34,96.48,120.4,76.63,0.034,0.01
3957,9.651,15.8226,36.63,97.73,5.8,1.253,0.018,0.01
3958,3.0916,9.3166,31.96,31.96,17.93,1.911,0.016,0.01
3959,9.7927,15.8166,33.15,97.48,28.2,3.836,0.017,0.01
3960,8.5515,39.823,41.15,94.59,4.13,1.234,0.021,0.01
3961,-54.7719,70.9316,79.85,94.79,249.02,356.064,2.64,0.01
3962,7.2489,21.4753,47.28,95.22,12.86,3.853,0.024,0.01
3963,7.4239,35.8643,37.35,86.12,42.82,6.04,0.019,0.01
3964,-1.9006,25.945,38.3,27.35,29.01,4.503,0.019,0.01
3965,-422.604,27.0153,100.0,92.36,524.88,1181.68,30.05,0.01
3966,-3.4683,13.6422,57.74,24.79,51.03,19.167,0.029,0.01
3967,7.6694,8.8795,44.63,94.68,12.72,3.459,0.022,0.01
3968,3.2214,16.1074,38.91,38.91,13.85,2.245,0.019,0.01
3969,5.7057,25.5642,46.18,86.61,39.43,8.431,0.023,0.01
3970,9.7499,19.4307,31.42,91.18,3.61,0.934,0.016,0.01
3971,2.6783,29.5627,53.15,53.15,18.64,5.76,0.027,0.01
3972,3.5875,32.815,41.97,41.97,6.38,1.572,0.021,0.01
3973,2.5033,7.6484,41.97,41.97,26.59,4.331,0.021,0.01
3974,6.9809,20.5192,45.72,93.81,27.62,6.185,0.023,0.01
3975,8.8988,22.8054,41.13,97.51,4.43,1.273,0.021,0.01
3976,2.8786,17.667,48.49,48.49,17.37,4.267,0.024,0.01
3977,3.2561,9.0244,41.84,41.84,11.28,2.927,0.021,0.01
3978,1.0441,37.7079,44.94,44.94,49.21,9.874,0.022,0.01
3979,7.1201,6.4288,36.38,81.37,37.92,5.301,0.018,0.01
3980,8.203,15.3993,41.05,91.64,4.66,1.3,0.021,0.01
3981,-14.7035,33.5173,69.73,28.15,94.28,69.893,0.035,0.01
3982,8.8672,26.3925,38.29,94.89,9.67,2.434,0.019,0.01
3983,5.7137,18.6706,44.79,93.17,75.27,15.108,0.022,0.01
3984,7.877,6.9915,38.85,92.42,42.29,6.449,0.019,0.01
3985,7.819,16.7005,46.53,96.09,4.67,1.55,0.023,0.01
3986,2.8968,16.9183,50.32,50.32,16.42,4.465,0.025,0.01
3987,7.891,56.2458,44.09,95.4,11.12,3.139,0.022,0.01
3988,8.8635,22.0421,33.11,92.31,47.31,5.94,0.017,0.01
3989,6.3441,16.1115,40.03,80.39,33.52,5.781,0.02,0.01
3990,3.7029,59.9888,41.21,41.21,4.29,1.257,0.021,0.01
3991,-4.1707,23.5591,60.05,27.85,55.9,23.758,0.03,0.01
3992,3.3607,23.3377,39.74,39.74,9.64,2.537,0.02,0.01
3993,3.7607,17.2976,29.71,29.71,4.48,0.603,0.015,0.01
3994,7.4483,55.8777,40.25,90.28,35.66,6.1,0.02,0.01
3995,7.4645,21.0048,47.92,95.18,4.97,1.686,0.024,0.01
3996,-119.7764,4.1946,81.54,88.32,219.1,356.763,3.715,0.01
3997,7.6082,18.9382,44.41,93.63,11.62,3.256,0.022,0.01
3998,7.0406,28.0687,38.56,87.4,53.92,8.324,0.019,0.01
3999,3.7283,29.4586,28.66,28.66,5.24,0.621,0.014,0.01
4000,9.2684,39.4265,32.14,88.16,3.72,0.955,0.016,0.01
4001,-23.5195,4.1064,74.59,14.75,136.95,136.72,0.533,0.01
4002,7.586,12.0983,39.85,86.55,10.31,2.626,0.02,0.01
4003,7.0707,19.31,43.03,97.73,62.62,11.606,0.022,0.01
4004,3.7608,49.8714,35.72,35.72,4.17,0.723,0.018,0.01
4005,3.7493,15.2778,34.99,34.99,3.73,1.016,0.017,0.01
4006,3.0817,5.7118,44.28,44.28,15.19,3.106,0.022,0.01
4007,8.5142,40.2605,41.18,96.2,10.31,2.737,0.021,0.01
4008,7.4295,8.0223,42.27,97.49,55.53,9.834,0.021,0.01
4009,3.805,16.3873,29.08,29.08,3.53,0.539,0.015,0.01
4010,9.9434,13.0259,30.48,91.5,3.59,0.916,0.015,0.01
4011,-20.044,8.8605,73.27,27.66,120.18,110.349,0.278,0.01
4012,3.3663,26.5623,39.34,39.34,9.59,2.501,0.02,0.01
4013,7.0408,7.0015,45.26,97.09,42.42,8.893,0.023,0.01
4014,7.7546,13.5906,42.05,97.93,44.77,8.248,0.021,0.01
4015,7.4083,25.3381,38.2,80.97,3.96,1.12,0.019,0.01
4016,-24.7277,16.4274,73.83,94.28,195.24,184.439,0.375,0.01
4017,3.3927,28.1929,38.76,38.76,9.16,2.411,0.019,0.01
4018,7.7488,8.9906,40.3,93.14,37.4,6.328,0.02,0.01
4019,3.3679,12.2115,35.07,35.07,12.31,1.399,0.018,0.01
4020,7.7048,18.6184,39.92,85.9,4.53,1.241,0.02,0.01
4021,-14.0975,65.5356,67.48,20.03,96.64,62.655,0.034,0.01
4022,-428.3786,20.4272,100.0,85.55,533.12,1200.929,30.05,0.01
4023,8.5249,7.1187,37.5,95.25,40.41,5.841,0.019,0.01
4024,-3.0215,12.7191,42.89,25.67,44.14,8.146,0.021,0.01
4025,9.6948,6.9229,36.64,97.87,3.83,1.066,0.018,0.01
4026,2.2381,12.2795,57.84,86.83,50.89,19.225,0.029,0.01
4027,7.2658,16.8948,45.87,93.07,12.12,3.521,0.023,0.01
4028,3.6229,23.1419,31.01,31.01,7.39,0.814,0.016,0.01
4029,6.2401,30.5832,48.5,96.59,43.62,10.365,0.024,0.01
4030,7.9124,30.2709,38.42,85.54,4.44,1.179,0.019,0.01
4031,-123.1453,11.0761,86.8,96.13,331.81,747.632,8.432,0.01
4032,6.6458,39.9,48.65,90.13,7.81,2.321,0.024,0.01
4033,5.6582,26.3344,45.89,91.26,59.02,12.783,0.023,0.01
4034,3.0049,8.1762,26.8,26.8,20.04,1.935,0.013,0.01
4035,-373.424,5.7387,100.0,93.95,452.02,1017.747,30.05,0.01
4036,2.2404,162.2198,57.01,57.01,22.83,8.465,0.029,0.01
4037,8.1572,16.7216,42.27,94.7,9.67,2.747,0.021,0.01
4038,5.6736,32.2564,46.61,90.18,48.85,11.043,0.023,0.01
4039,9.9869,21.5665,31.16,96.03,27.84,3.517,0.016,0.01
4040,0.7381,33.6832,30.6,29.86,3.42,0.908,0.015,0.01
4041,-23.8555,13.8157,74.7,26.82,138.55,139.28,0.559,0.01
4042,-781.9027,35.7879,100.0,96.57,1056.55,2379.342,30.05,0.01
4043,7.9387,14.3861,38.35,92.35,41.14,6.518,0.019,0.01
4044,3.6283,45.9368,38.03,38.03,6.67,1.05,0.019,0.01
4045,0.6638,23.8203,38.95,23.15,4.35,1.187,0.019,0.01
4046,2.4558,4.9276,54.27,54.27,21.37,6.894,0.027,0.01
4047,-780.8303,23.3222,100.0,93.01,1054.96,2375.768,30.05,0.01
4048,3.3391,38.868,35.03,35.03,12.18,1.735,0.018,0.01
4049,6.1683,47.8386,44.93,90.63,49.39,9.897,0.022,0.01
4050,7.8318,14.6839,36.06,81.55,3.84,1.051,0.018,0.01
4051,-2.0956,11.2218,52.53,42.37,25.68,8.116,0.026,0.01
4052,3.3961,18.4086,36.22,36.22,9.42,2.272,0.018,0.01
4053,2.2232,11.2962,40.3,40.3,32.67,4.701,0.02,0.01
4054,2.6224,16.1799,38.78,38.78,24.93,3.805,0.019,0.01
4055,8.7586,22.7218,32.55,84.45,3.66,0.959,0.016,0.01
4056,-11.8508,9.4883,63.43,24.95,87.18,44.92,0.032,0.01
4057,8.0425,19.9387,43.47,95.83,11.52,3.133,0.022,0.01
4058,5.7572,4.0757,41.88,86.73,73.5,12.783,0.021,0.01
4059,7.696,9.1775,41.42,96.02,43.15,7.787,0.021,0.01
4060,-422.604,29.9114,100.0,92.25,524.88,1181.68,30.05,0.01
4061,-6.0936,17.8628,67.94,83.12,91.4,60.977,0.034,0.01
4062,0.6492,30.4463,28.49,26.84,5.1,0.96,0.014,0.01
4063,-3.845,13.1251,39.98,28.47,42.51,7.195,0.02,0.01
4064,3.8431,41.4478,20.08,20.08,2.88,0.415,0.01,0.01
4065,9.0016,13.7192,36.25,91.55,3.77,1.049,0.018,0.01
4066,3.1975,13.5871,40.31,40.31,14.02,2.418,0.02,0.01
4067,7.7498,9.779,45.61,96.6,11.66,3.407,0.023,0.01
4068,6.0606,8.6056,44.52,95.64,76.32,15.068,0.022,0.01
4069,6.7216,8.9667,44.74,92.06,35.67,7.563,0.022,0.01
4070,0.7587,7.2178,25.5,28.03,3.18,0.825,0.013,0.01
4071,2.3326,5.7869,55.33,55.33,22.55,7.655,0.028,0.01
4072,11.2448,13.8804,26.11,97.5,7.66,1.718,0.013,0.01
4073,-7.9562,36.2993,47.15,27.11,53.84,12.642,0.024,0.01
4074,7.1871,290.7615,44.19,96.16,41.69,8.316,0.022,0.01
4075,8.2972,55.3703,43.51,95.83,4.56,1.388,0.022,0.01
4076,1.9713,36.4982,58.98,58.98,25.06,10.262,0.029,0.01
4077,9.3299,18.947,35.96,95.4,9.33,2.248,0.018,0.01
4078,2.2155,25.2593,35.1,35.1,34.6,4.006,0.018,0.01
4079,7.0923,23.0248,43.52,92.42,32.7,6.684,0.022,0.01
4080,9.0206,40.6324,39.47,96.2,4.27,1.194,0.02,0.01
4081,-63.6349,8.7954,84.34,22.82,253.63,519.532,5.965,0.01
4082,8.0698,43.2053,42.99,95.18,10.6,2.946,0.021,0.01
4083,-3.9214,17.0307,37.83,28.92,44.92,6.752,0.019,0.01
4084,8.4075,18.9076,38.66,96.47,38.85,6.361,0.019,0.01
4085,9.1763,38.101,39.35,97.34,4.32,1.197,0.02,0.01
4086,2.7394,4.349,50.03,50.03,19.04,4.991,0.025,0.01
4087,3.2623,8.2557,43.11,43.11,10.93,3.006,0.022,0.01
4088,1.3002,18.8332,42.88,42.88,46.34,8.463,0.021,0.01
4089,-4.3689,44.8983,42.95,21.26,49.48,8.949,0.021,0.01
4090,8.8089,24.7866,30.94,82.69,3.67,0.929,0.015,0.01
4091,-9.0394,16.1462,61.69,61.69,25.42,12.063,0.031,0.01
4092,3.3756,14.9393,37.58,37.58,9.65,2.383,0.019,0.01
4093,3.7565,10.8158,30.29,30.29,4.54,0.619,0.015,0.01
4094,7.8234,11.9864,40.78,95.38,42.43,7.112,0.02,0.01
4095,7.1762,21.9525,42.0,84.39,4.58,1.327,0.021,0.01
4096,-8.7734,8.2412,70.23,85.07,102.02,77.795,0.051,0.01
4097,3.2101,24.6385,45.57,45.57,11.37,3.352,0.023,0.01
4098,2.7978,187.9023,36.45,36.45,22.21,3.139,0.018,0.01
4099,7.8802,26.9755,40.5,93.78,32.25,5.751,0.02,0.01
4100,10.9308,29.8454,26.69,94.57,3.23,0.841,0.013,0.01
4101,-665.128,15.7794,100.0,100.0,883.71,1990.093,30.05,0.01
4102,8.3859,7.581,40.42,93.99,10.06,2.641,0.02,0.01
4103,4.0385,28.0548,48.11,86.22,71.53,17.158,0.024,0.01
4104,7.4441,44.4214,40.87,91.88,39.26,6.742,0.02,0.01
4105,9.1805,18.5459,33.68,89.53,3.85,0.996,0.017,0.01
4106,-10.6194,12.9234,64.5,64.5,28.36,15.659,0.032,0.01
4107,8.3931,8.5213,41.68,94.56,7.41,1.693,0.021,0.01
4108,1.1152,22.6889,45.97,45.97,47.04,10.032,0.023,0.01
4109,2.32,83.4919,38.02,38.02,29.8,4.878,0.019,0.01
4110,9.0438,10.9259,36.51,92.31,4.24,1.1,0.018,0.01
4111,-1.5918,28.739,45.36,35.27,21.68,5.075,0.023,0.01
4112,-781.3502,29.9436,100.0,93.05,1055.73,2377.501,30.05,0.01
4113,5.5379,27.3781,46.43,91.78,60.5,13.407,0.023,0.01
4114,3.7124,18.6042,25.9,25.9,5.73,0.584,0.013,0.01
4115,0.7399,14.5657,29.45,18.37,3.42,0.889,0.015,0.01
4116,-2.412,7.4439,55.8,44.52,27.81,10.214,0.028,0.01
4117,8.0711,18.7478,41.92,93.44,9.45,2.687,0.021,0.01
4118,6.4943,24.9285,46.05,96.51,51.62,11.23,0.023,0.01
4119,2.2446,6.8464,43.24,43.24,30.1,5.513,0.022,0.01
4120,-422.604,11.8729,100.0,97.53,524.88,1181.68,30.05,0.01
4121,-8.5077,17.9274,71.76,94.68,98.02,81.495,0.109,0.01
4122,3.4456,29.0075,30.6,30.6,8.99,1.946,0.015,0.01
4123,1.742,8.1746,32.49,32.49,44.28,4.866,0.016,0.01
4124,7.5933,11.9762,42.16,96.6,43.73,8.147,0.021,0.01
4125,0.7238,18.9053,33.91,21.47,3.57,0.979,0.017,0.01
4126,2.3144,32.6211,55.45,55.45,22.73,7.762,0.028,0.01
4127,9.0517,23.3616,38.46,96.6,9.14,2.388,0.019,0.01
4128,3.0984,23.2334,35.52,35.52,17.04,2.201,0.018,0.01
4129,8.1732,6.3434,35.1,87.24,30.47,4.354,0.018,0.01
4130,0.6181,60.7142,41.91,27.02,4.9,1.367,0.021,0.01
4131,-11.8683,22.6577,65.98,65.98,31.63,18.915,0.033,0.01
4132,8.1692,26.7702,40.07,91.71,10.25,2.636,0.02,0.01
4133,2.3555,43.6388,34.01,34.01,32.15,3.585,0.017,0.01
4134,6.9044,33.1207,39.51,82.22,23.07,4.078,0.02,0.01
4135,-422.604,21.1112,100.0,95.94,524.88,1181.68,30.05,0.01
4136,-1.7401,10.0401,45.74,45.74,23.76,5.523,0.023,0.01
4137,-715.1902,24.8435,100.0,86.61,957.72,2156.967,30.05,0.01
4138,2.699,43.4986,39.09,39.09,24.0,3.41,0.02,0.01
4139,6.6637,18.5905,45.12,91.55,32.27,7.135,0.023,0.01
4140,7.7838,5.7944,44.82,93.46,4.94,1.509,0.022,0.01
4141,-11.035,53.6557,64.66,64.66,30.53,16.952,0.032,0.01
4142,3.3727,20.087,38.39,38.39,9.6,2.434,0.019,0.01
4143,3.8173,13.939,18.89,18.89,3.52,0.42,0.009,0.01
4144,6.9986,50.4747,40.14,87.28,38.98,6.821,0.02,0.01
4145,8.186,25.5407,39.5,89.26,4.08,1.174,0.02,0.01
4146,-2.8322,23.6195,55.8,55.41,32.95,11.845,0.028,0.01
4147,3.152,28.7521,48.68,48.68,11.65,3.821,0.024,0.01
4148,6.4534,16.7054,41.33,90.08,65.78,11.418,0.021,0.01
4149,8.6608,46.1199,36.77,93.74,28.82,4.522,0.018,0.01
4150,0.6581,7.3238,38.83,27.05,4.45,1.194,0.019,0.01
4151,-628.2304,25.1914,100.0,100.0,829.04,1867.101,30.05,0.01
4152,3.133,21.0876,45.8,45.8,12.66,3.605,0.023,0.01
4153,1.9216,22.7829,39.95,39.95,37.3,5.862,0.02,0.01
4154,-2.9275,13.6546,28.91,22.68,31.7,3.427,0.014,0.01
4155,0.6392,11.7335,44.48,29.59,4.4,1.406,0.022,0.01
4156,-858.8778,26.5701,100.0,100.0,1170.74,2635.926,30.05,0.01
4157,3.1486,12.1857,46.55,46.55,12.22,3.628,0.023,0.01
4158,7.5457,27.2973,39.09,92.34,52.13,8.337,0.02,0.01
4159,9.8646,5.5402,31.77,94.87,20.33,2.754,0.016,0.01
4160,-422.604,36.0994,100.0,89.22,524.88,1181.68,30.05,0.01
4161,-3.6589,7.519,59.97,12.31,50.36,21.407,0.03,0.01
4162,3.3708,34.8117,37.91,37.91,9.7,2.411,0.019,0.01
4163,3.5908,35.3454,33.46,33.46,7.87,0.946,0.017,0.01
4164,4.7525,10.8811,48.21,87.14,55.87,13.032,0.024,0.01
4165,9.6887,17.1968,35.49,96.24,3.81,1.035,0.018,0.01
4166,-11.0094,40.0015,62.54,14.64,80.77,39.707,0.031,0.01
4167,8.3968,21.6415,42.18,96.94,11.84,3.04,0.021,0.01
4168,5.9006,13.7691,43.46,92.72,80.69,14.929,0.022,0.01
4169,-4.1794,14.0119,36.24,22.97,34.41,4.589,0.018,0.01
4170,0.7605,31.7089,25.57,28.47,3.14,0.824,0.013,0.01
4171,4.8767,14.8612,52.63,93.61,44.09,12.648,0.026,0.01
4172,3.2978,4.2173,41.62,41.62,10.54,2.807,0.021,0.01
4173,-5.0873,16.1415,38.07,25.44,47.54,7.105,0.019,0.01
4174,-2.6862,7.866,41.15,25.02,39.89,6.916,0.021,0.01
4175,0.6039,23.256,46.59,28.37,4.78,1.573,0.023,0.01
4176,-755.1868,32.83,92.72,85.73,1059.47,2385.554,16.322,0.01
4177,3.4056,28.1371,39.52,39.52,8.8,2.423,0.02,0.01
4178,0.5175,24.2891,45.15,45.15,58.3,11.503,0.023,0.01
4179,8.1189,38.637,39.83,96.26,43.15,6.868,0.02,0.01
4180,0.7033,24.5125,36.67,16.27,3.81,1.064,0.018,0.01
4181,-6.0912,20.7505,65.4,25.16,66.15,37.837,0.033,0.01
4182,3.3174,40.5491,39.93,39.93,10.45,2.648,0.02,0.01
4183,6.2234,21.757,41.84,89.89,69.82,12.256,0.021,0.01
4184,3.6124,22.8059,39.1,39.1,6.87,1.127,0.02,0.01
4185,-381.3436,20.1857,100.0,93.08,463.75,1044.145,30.05,0.01
4186,5.2604,19.122,49.5,89.29,40.88,9.977,0.025,0.01
4187,3.2407,29.7812,41.64,41.64,11.6,2.952,0.021,0.01
4188,7.1546,10.2471,35.89,79.65,31.26,4.226,0.018,0.01
4189,2.0835,11.0801,39.51,39.51,33.74,5.669,0.02,0.01
4190,6.8468,20.2107,47.91,90.15,5.53,1.797,0.024,0.01
4191,-12.2118,19.4926,66.59,66.59,31.77,19.678,0.033,0.01
4192,7.615,22.92,45.65,95.33,10.7,3.245,0.023,0.01
4193,1.9525,43.09,42.94,42.94,35.62,6.229,0.021,0.01
4194,6.1633,21.4892,40.52,80.75,40.34,6.759,0.02,0.01
4195,6.5652,4.8694,43.48,81.35,4.54,1.384,0.022,0.01
4196,-12.9016,35.0177,65.36,13.71,92.2,52.916,0.033,0.01
4197,8.0103,9.6511,41.89,91.43,6.06,1.524,0.021,0.01
4198,6.8423,23.343,43.92,93.98,47.91,9.167,0.022,0.01
4199,6.4755,34.4758,44.8,90.73,38.59,8.066,0.022,0.01
4200,-422.604,39.9359,100.0,91.97,524.88,1181.68,30.05,0.01
4201,-672.1801,20.0955,100.0,100.0,894.16,2013.6,30.05,0.01
4202,3.3304,14.4045,38.25,38.25,10.45,2.514,0.019,0.01
4203,4.2208,18.8335,48.0,88.69,76.48,18.045,0.024,0.01
4204,6.817,158.0344,44.25,93.16,41.59,8.323,0.022,0.01
4205,8.3842,33.4275,43.28,96.23,4.57,1.379,0.022,0.01
4206,-6.2891,81.3674,67.53,87.47,101.99,66.2,0.034,0.01
4207,8.7225,7.2121,39.25,95.08,9.75,2.512,0.02,0.01
4208,8.2649,8.4919,38.07,94.17,41.33,6.103,0.019,0.01
4209,8.3902,19.3599,39.61,96.13,32.41,5.188,0.02,0.01
4210,8.3582,36.5253,44.33,97.61,5.17,1.521,0.022,0.01
4211,-13.9539,21.0155,66.08,17.05,99.87,59.604,0.033,0.01
4212,7.4521,36.6506,45.14,91.74,7.82,2.007,0.023,0.01
4213,2.3841,16.6887,38.5,38.5,29.71,4.273,0.019,0.01
4214,2.4879,5.0441,46.15,46.15,24.34,5.383,0.023,0.01
4215,7.1186,45.8562,44.99,88.08,4.57,1.457,0.022,0.01
4216,-7.9656,9.1922,71.35,91.75,94.05,76.24,0.083,0.01
4217,7.6687,102.2487,44.04,93.66,11.99,3.271,0.022,0.01
4218,7.2658,28.9226,39.34,95.22,79.24,12.247,0.02,0.01
4219,2.5231,7.4238,45.08,45.08,24.22,5.082,0.023,0.01
4220,7.9201,16.1249,43.9,93.16,4.24,1.355,0.022,0.01
4221,2.0037,24.6993,59.99,59.99,23.94,10.389,0.03,0.01
4222,3.3399,4.9177,39.11,39.11,10.14,2.546,0.02,0.01
4223,6.3609,54.9511,42.6,96.2,87.26,15.564,0.021,0.01
4224,2.3816,11.0728,32.88,32.88,31.29,3.668,0.016,0.01
4225,-422.604,14.6552,100.0,90.96,524.88,1181.68,30.05,0.01
4226,-74.0042,11.3623,83.57,92.78,235.84,452.221,5.289,0.01
4227,-781.8269,15.7541,100.0,93.11,1056.44,2379.09,30.05,0.01
4228,2.1621,27.9947,31.1,31.1,35.9,4.018,0.016,0.01
4229,-6.5459,21.6428,46.41,17.32,49.51,10.705,0.023,0.01
4230,0.7212,32.3198,32.12,28.89,3.67,0.951,0.016,0.01
4231,-172.8808,2.9383,84.39,89.28,251.31,517.188,6.013,0.01
4232,7.5752,16.6789,46.29,96.49,13.07,3.747,0.023,0.01
4233,-7.2275,18.8174,38.28,26.57,49.15,7.7,0.019,0.01
4234,-1.809,8.9067,31.26,28.15,29.59,3.294,0.016,0.01
4235,9.7677,19.7567,35.35,96.7,3.76,1.027,0.018,0.01
4236,2.3972,24.083,56.85,56.85,20.8,7.709,0.028,0.01
4237,7.2834,15.3177,48.23,97.04,13.13,4.054,0.024,0.01
4238,-5.4561,22.3921,36.71,29.31,38.29,5.419,0.018,0.01
4239,-4.2817,37.8736,43.42,20.95,32.95,6.341,0.022,0.01
4240,9.888,4.9174,33.82,95.6,3.58,0.979,0.017,0.01
4241,2.9718,29.4802,45.68,45.68,16.73,3.591,0.023,0.01
4242,9.076,11.577,32.72,88.64,8.44,2.005,0.016,0.01
4243,6.4102,18.9622,38.88,85.17,68.35,10.407,0.019,0.01
4244,3.7193,12.3153,29.77,29.77,5.38,0.655,0.015,0.01
4245,-422.604,21.6492,100.0,86.2,524.88,1181.68,30.05,0.01
4246,1.8697,9.1371,58.4,85.54,51.48,20.046,0.029,0.01
4247,3.4007,11.7391,34.89,34.89,9.49,2.198,0.017,0.01
4248,8.0102,5.4743,38.22,92.89,42.49,6.621,0.019,0.01
4249,2.4081,17.7862,41.47,41.47,27.94,4.745,0.021,0.01
4250,6.8015,19.6729,43.57,83.51,4.87,1.438,0.022,0.01
4251,-11.8102,17.5843,65.06,27.44,82.62,46.791,0.033,0.01
4252,-781.6473,13.6572,100.0,96.1,1056.17,2378.491,30.05,0.01
4253,6.4937,20.4559,40.3,89.02,70.29,11.405,0.02,0.01
4254,3.7992,8.7538,30.11,30.11,3.62,0.561,0.015,0.01
4255,-422.604,17.889,100.0,88.07,524.88,1181.68,30.05,0.01
4256,0.7003,70.8084,59.18,88.18,70.88,29.117,0.03,0.01
4257,3.6155,7.7918,36.7,36.7,6.34,1.307,0.018,0.01
4258,9.4251,10.1114,31.89,93.19,36.6,4.21,0.016,0.01
4259,8.319,5.774,39.03,93.53,24.88,4.198,0.02,0.01
4260,9.4773,15.3615,32.24,90.01,3.53,0.944,0.016,0.01
